Root,Serial,Word,Guideword,Level,part_of_speech,Topic
2212,03-2212-08-1,field,SPORTS GROUND,B1,noun,shopping
2215,03-2215-08-1,fifth,-,B1,noun,-
2217,03-2217-12-1,fight,USE FORCE,B1,verb,people: actions
2217,03-2217-08-2,fight,PHYSICAL FORCE,B1,noun,people: actions
2219,03-2219-08-1,figure,NUMBER,B1,noun,communication
2219,03-2219-08-2,figure,BODY SHAPE,B1,noun,"body and health, people: appearance"
2221,03-2221-12-1,fill,TAKE SPACE,B1,verb,-
2221,03-2221-12-2,fill,BE NOTICEABLE,B1,verb,-
2222,03-2222-12-1,film,-,B1,verb,"arts and media, people: actions"
2223,03-2223-08-1,film-maker,-,B1,noun,"arts and media, work"
2226,03-2226-08-1,final,-,B1,noun,shopping
2227,03-2227-02-1,finally,LAST POINT,B1,adverb,communication
2229,03-2229-01-1,financial,-,B1,adjective,money
2231,03-2231-12-1,find,BECOME AWARE,B1,verb,-
2232,03-2232-01-1,fine,SUNNY,B1,adjective,natural world
2232,03-2232-08-2,fine,-,B1,noun,"crime, money"
2236,03-2236-12-1,finish,USE COMPLETELY,B1,verb,people: actions
2236,03-2236-08-2,finish,LAST PART,B1,noun,-
2238,03-2238-08-1,fire,NATURAL HEAT,B1,noun,-
2241,03-2241-08-1,firefighter,-,B1,noun,work
2240,03-2240-08-1,fire station,-,B1,noun,buildings
2243,03-2243-08-1,firework,-,B1,noun,-
2244,03-2244-08-1,firm,-,B1,noun,work
2246,03-2246-02-1,first,FIRST TIME,B1,adverb,-
2249,03-2249-01-1,first-floor,-,B1,adjective,buildings
5870,03-5870-08-1,the first floor,-,B1,noun,buildings
2251,03-2251-12-1,fish,-,B1,verb,people: actions
2255,03-2255-12-1,fit,CORRECT SIZE,B1,verb,"clothes, people: appearance"
2256,03-2256-08-1,fitness,-,B1,noun,body and health
2258,03-2258-12-1,fix,REPAIR,B1,verb,people: actions
2260,03-2260-08-1,flag,-,B1,noun,-
2265,03-2265-01-1,flat,LEVEL,B1,adjective,describing things
2265,03-2265-01-2,flat,LOW,B1,adjective,clothes
2267,03-2267-08-1,flavour,TASTE,B1,noun,food and drink
2277,03-2277-12-1,float,NOT SINK,B1,verb,-
2278,03-2278-12-1,flood,COVER WITH WATER,B1,verb,natural world
2277,03-2277-12-1,float,MOVE IN AIR,B1,verb,-
2278,03-2278-08-1,flood,WATER,B1,noun,natural world
2279,03-2279-08-1,floor,AREA,B1,noun,-
2281,03-2281-08-1,flour,-,B1,noun,food and drink
2283,03-2283-12-1,flow,-,B1,verb,-
2285,03-2285-08-1,flu,-,B1,noun,body and health
2291,03-2291-08-1,flute,-,B1,noun,arts and media
2292,03-2292-08-1,fly,-,B1,noun,animals
2296,03-2296-12-1,fold,-,B1,verb,people: actions
2298,03-2298-08-1,folk,-,B1,noun,arts and media
2297,03-2297-08-1,folder,ON COMPUTER,B1,noun,technology
2299,03-2299-12-1,follow,OBEY,B1,verb,people: actions
2299,03-2299-12-2,follow,HAPPEN AFTER,B1,verb,-
2299,03-2299-12-3,follow,UNDERSTAND,B1,verb,-
2304,03-2304-08-1,fool,PERSON,B1,noun,people: personality
2307,03-2307-08-1,foot,MEASUREMENT,B1,noun,describing things
2311,03-2311-10-1,for,HELP,B1,preposition,-
2311,03-2311-10-2,for,REPRESENTING,B1,preposition,work
2313,03-2313-01-1,forbidden,-,B1,adjective,-
2316,03-2316-08-1,forecast,-,B1,noun,natural world
2317,03-2317-08-1,forehead,-,B1,noun,body and health
2319,03-2319-08-1,foreigner,-,B1,noun,-
2323,03-2323-02-1,forever,IN FUTURE,B1,adverb,-
2325,03-2325-12-1,forget,NOT DO,B1,verb,-
2325,03-2325-12-2,forget,NOT REMEMBER,B1,verb,-
2325,03-2325-12-3,forget,STOP THINKING,B1,verb,-
2326,03-2326-12-1,forgive,NOT BE ANGRY,B1,verb,communication
2329,03-2329-08-1,form,GRAMMAR,B1,noun,communication
2329,03-2329-08-2,form,SCHOOL GROUP,B1,noun,education
2329,03-2329-12-3,form,COMBINE,B1,verb,people: actions
2334,03-2334-01-1,former,-,B1,adjective,-
2340,03-2340-08-1,fortnight,-,B1,noun,-
2342,03-2342-02-1,fortunately,-,B1,adverb,communication
2345,03-2345-02-1,forward,DIRECTION,B1,adverb,-
2350,03-2350-08-1,fountain,-,B1,noun,-
2360,03-2360-08-1,frame,BORDER,B1,noun,buildings
2369,03-2369-12-1,freeze,ICE,B1,verb,natural world
2369,03-2369-12-2,freeze,FOOD,B1,verb,food and drink
2370,03-2370-08-1,freezer,-,B1,noun,food and drink
2371,03-2371-01-1,freezing,-,B1,adjective,natural world
2373,03-2373-01-1,frequent,-,B1,adjective,-
2374,03-2374-02-1,frequently,-,B1,adverb,-
2375,03-2375-01-1,fresh,DIFFERENT,B1,adjective,-
2375,03-2375-01-2,fresh,CLEAN/COOL,B1,adjective,-
2382,03-2382-08-1,friendship,-,B1,noun,relationships
2386,03-2386-01-1,frightening,-,B1,adjective,people: personality
2385,03-2385-01-1,frightened,-,B1,adjective,people: personality
2388,03-2388-08-1,frog,-,B1,noun,animals
2389,03-2389-10-1,from,COMPARING,B1,preposition,-
2390,03-2390-01-1,front,-,B1,adjective,describing things
2394,03-2394-01-1,frozen,FOOD,B1,adjective,food and drink
2394,03-2394-01-2,frozen,PERSON,B1,adjective,body and health
2394,03-2394-01-3,frozen,WATER,B1,adjective,natural world
2400,03-2400-12-1,fry,-,B1,verb,food and drink
2402,03-2402-08-1,fuel,-,B1,noun,-
2401,03-2401-08-1,frying pan,-,B1,noun,food and drink
2405,03-2405-01-1,full,GREATEST POSSIBLE,B1,adjective,-
2406,03-2406-08-1,full stop,-,B1,noun,communication
2408,03-2408-02-1,fully,-,B1,adverb,communication
2407,03-2407-01-1,full-time,-,B1,adjective,work
2418,03-2418-01-1,funny,STRANGE,B1,adjective,-
2419,03-2419-08-1,fur,-,B1,noun,animals
2424,03-2424-02-1,further,DISTANCE,B1,adverb,-
2426,03-2426-02-1,furthest,-,B1,adverb,-
2430,03-2430-08-1,future,SUCCESS,B1,noun,-
2430,03-2430-01-2,future,-,B1,adjective,-
2432,03-2432-12-1,gain,GET,B1,verb,-
2432,03-2432-12-2,gain,INCREASE,B1,verb,-
2433,03-2433-08-1,gallery,-,B1,noun,arts and media
2438,03-2438-08-1,gap,SPACE,B1,noun,-
2439,03-2439-08-1,garage,BUSINESS,B1,noun,travel
2447,03-2447-08-1,gate,AIRPORT,B1,noun,travel
2450,03-2450-01-1,gay,-,B1,adjective,relationships
2455,03-2455-01-1,general,NOT DETAILED,B1,adjective,-
2458,03-2458-02-1,generally,USUALLY,B1,adverb,communication
2460,03-2460-08-1,generation,PEOPLE,B1,noun,"people: personality, relationships"
2462,03-2462-01-1,generous,WILLING TO GIVE,B1,adjective,people: personality
2468,03-2468-01-1,gentle,KIND,B1,adjective,people: personality
2468,03-2468-01-2,gentle,NOT STRONG,B1,adjective,describing things
2478,03-2478-12-1,get,TELEPHONE/DOOR,B1,verb,communication
2479,03-2479-08-1,ghost,-,B1,noun,-
2480,03-2480-01-1,giant,-,B1,adjective,describing things
2484,03-2484-08-1,giraffe,-,B1,noun,animals
2486,03-2486-08-1,girlfriend,FRIEND,B1,noun,relationships
2487,03-2487-12-1,give,ALLOW,B1,verb,-
2487,03-2487-12-2,give,CAUSE,B1,verb,-
2487,03-2487-12-3,give,ALLOW TIME,B1,verb,-
2487,03-2487-12-4,give,PAY MONEY,B1,verb,"money, shopping"
2487,03-2487-12-5,give,DO,B1,verb,people: actions
2503,03-2503-12-1,go,DISAPPEAR,B1,verb,-
2503,03-2503-12-2,go,MATCH,B1,verb,-
2503,03-2503-12-3,go,LEAD,B1,verb,travel
2503,03-2503-08-4,go,OPPORTUNITY,B1,noun,shopping
2504,03-2504-08-1,goal,AIM,B1,noun,-
2505,03-2505-08-1,goalkeeper,-,B1,noun,shopping
2506,03-2506-08-1,goat,-,B1,noun,animals
2511,03-2511-01-1,good,MORALLY RIGHT,B1,adjective,people: personality
2519,03-2519-08-1,goods,-,B1,noun,shopping
2520,03-2520-01-1,gorgeous,-,B1,adjective,-
2523,03-2523-08-1,government,GROUP,B1,noun,politics
2524,03-2524-12-1,grab,TAKE WITH HAND,B1,verb,people: actions
2527,03-2527-08-1,grade,-,B1,noun,education
2546,03-2546-08-1,grant,-,B1,noun,money
2549,03-2549-08-1,graphics,-,B1,noun,arts and media
2552,03-2552-01-1,grateful,-,B1,adjective,people: personality
2554,03-2554-01-1,great,EXTREME,B1,adjective,communication
2559,03-2559-01-1,green,GRASS,B1,adjective,natural world
2560,03-2560-12-1,greet,WELCOME,B1,verb,communication
2561,03-2561-08-1,greeting,-,B1,noun,communication
2564,03-2564-08-1,grill,IN KITCHEN,B1,noun,food and drink
2564,03-2564-12-2,grill,-,B1,verb,food and drink
2571,03-2571-08-1,groom,-,B1,noun,relationships
2573,03-2573-08-1,ground,AREA OF LAND,B1,noun,-
5872,03-5872-08-1,the ground floor,-,B1,noun,buildings
2576,03-2576-12-1,grow,INCREASE,B1,verb,-
2576,03-2576-12-2,grow,HAIR,B1,verb,people: appearance
2582,03-2582-08-1,guard,PERSON WHO PROTECTS,B1,noun,work
2583,03-2583-08-1,guess,-,B1,noun,communication
2586,03-2586-08-1,guide,BOOK,B1,noun,-
2586,03-2586-12-2,guide,-,B1,verb,"people: actions, travel"
2590,03-2590-01-1,guilty,FEELING,B1,adjective,people: personality
2592,03-2592-08-1,guitarist,-,B1,noun,"arts and media, work"
2595,03-2595-08-1,gun,-,B1,noun,-
2598,03-2598-08-1,gym,EXERCISES,B1,noun,education
2598,03-2598-08-2,gym,BUILDING,B1,noun,buildings
2601,03-2601-08-1,habit,REGULAR ACTIVITY,B1,noun,people: actions
2600,03-2600-08-1,gymnastics,-,B1,noun,shopping
2605,03-2605-08-1,haircut,-,B1,noun,people: appearance
2607,03-2607-08-1,hairdryer,-,B1,noun,-
2606,03-2606-08-1,hairdresser,-,B1,noun,"people: appearance, work"
2608,03-2608-02-1,half,-,B1,adverb,-
2613,03-2613-12-1,hand,GIVE,B1,verb,people: actions
2616,03-2616-08-1,handball,-,B1,noun,-
2614,03-2614-01-1,hand-held,-,B1,adjective,technology
2617,03-2617-08-1,handkerchief,-,B1,noun,-
2618,03-2618-12-1,handle,DEAL WITH,B1,verb,people: actions
2620,03-2620-01-1,handsome,ATTRACTIVE,B1,adjective,people: appearance
2621,03-2621-08-1,handwriting,-,B1,noun,communication
2623,03-2623-12-1,hang,FASTEN,B1,verb,people: actions
2625,03-2625-02-1,happily,HAPPY,B1,adverb,people: personality
2626,03-2626-08-1,happiness,-,B1,noun,people: personality
2629,03-2629-08-1,harbour,-,B1,noun,travel
2630,03-2630-01-1,hard,USING EFFORT,B1,adjective,-
2630,03-2630-02-2,hard,WITH FORCE,B1,adverb,-
2633,03-2633-02-1,hardly,ALMOST NOT,B1,adverb,communication
2635,03-2635-08-1,hardware,-,B1,noun,technology
2648,03-2648-12-1,have,HOLD,B1,verb,-
2648,03-2648-12-2,have,CAUSE,B1,verb,-
2652,03-2652-08-1,head,ORGANIZATION/DEPARTMENT,B1,noun,work
2652,03-2652-08-2,head,MIND,B1,noun,people: personality
2655,03-2655-08-1,headline,IN NEWSPAPER,B1,noun,arts and media
2663,03-2663-12-1,hear,BE TOLD,B1,verb,communication
2664,03-2664-08-1,heart,EMOTIONS,B1,noun,people: personality
2665,03-2665-08-1,heart attack,-,B1,noun,body and health
2666,03-2666-08-1,heat,-,B1,noun,natural world
2667,03-2667-08-1,heater,-,B1,noun,buildings
2671,03-2671-02-1,heavily,-,B1,adverb,communication
2672,03-2672-01-1,heavy,A LOT,B1,adjective,describing things
2675,03-2675-08-1,heel,SHOE PART,B1,noun,clothes
2676,03-2676-08-1,height,HOW TALL,B1,noun,"describing things, people: appearance"
2676,03-2676-08-2,height,HOW FAR UP,B1,noun,describing things
2684,03-2684-01-1,helpful,-,B1,adjective,people: personality
2688,03-2688-08-1,herb,-,B1,noun,"food and drink, natural world"
2691,03-2691-08-1,hero,BRAVE PERSON,B1,noun,people: personality
2691,03-2691-08-2,hero,BOOK/FILM,B1,noun,arts and media
2700,03-2700-01-1,hidden,NOT EASY TO FIND,B1,adjective,-
2701,03-2701-12-1,hide,PERSON,B1,verb,people: actions
2701,03-2701-12-2,hide,THING,B1,verb,people: actions
2701,03-2701-12-3,hide,FEELING/INFORMATION,B1,verb,-
2704,03-2704-01-1,high,ABOVE GROUND,B1,adjective,describing things
2704,03-2704-01-2,high,AMOUNT/LEVEL,B1,adjective,describing things
2704,03-2704-01-3,high,VERY GOOD,B1,adjective,describing things
2704,03-2704-02-4,high,DISTANCE,B1,adverb,describing things
2717,03-2717-12-1,hire,RENT,B1,verb,"money, people: actions"
2720,03-2720-01-1,historic,-,B1,adjective,-
2721,03-2721-01-1,historical,-,B1,adjective,-
2724,03-2724-12-1,hit,TOUCH,B1,verb,people: actions
2724,03-2724-08-2,hit,SUCCESS,B1,noun,-
2725,03-2725-12-1,hitchhike,-,B1,verb,"people: actions, travel"
2728,03-2728-12-1,hold,KEEP IN POSITION,B1,verb,people: actions
2728,03-2728-12-2,hold,ORGANIZE,B1,verb,people: actions
2728,03-2728-12-3,hold,CONTAIN,B1,verb,-
2729,03-2729-08-1,hole,-,B1,noun,-
2733,03-2733-02-1,home,AT/IN PLACE,B1,adverb,-
2737,03-2737-01-1,honest,TRUTH,B1,adjective,people: personality
2737,03-2737-01-2,honest,NOT CHEAT,B1,adjective,people: personality
2738,03-2738-02-1,honestly,EMPHASIZE,B1,adverb,communication
2741,03-2741-08-1,honeymoon,-,B1,noun,"relationships, travel"
2747,03-2747-08-1,hope,-,B1,noun,people: personality
2748,03-2748-01-1,hopeful,FEELING POSITIVE,B1,adjective,people: personality
2749,03-2749-02-1,hopefully,WHAT YOU WANT,B1,adverb,communication
2750,03-2750-01-1,hopeless,NO HOPE,B1,adjective,people: personality
2765,03-2765-08-1,hostel,-,B1,noun,"buildings, travel"
2768,03-2768-01-1,hot,SPICY,B1,adjective,food and drink
2775,03-2775-08-1,housework,-,B1,noun,people: actions
2777,03-2777-02-1,how,EXPERIENCE,B1,adverb,communication
2777,03-2777-02-2,how,EMPHASIZE,B1,adverb,communication
2779,03-2779-12-1,hug,-,B1,verb,people: actions
2779,03-2779-08-2,hug,-,B1,noun,people: actions
2780,03-2780-01-1,huge,-,B1,adjective,describing things
2782,03-2782-01-1,human,PEOPLE,B1,adjective,body and health
2782,03-2782-08-2,human,-,B1,noun,body and health
2787,03-2787-01-1,humid,-,B1,adjective,natural world
2794,03-2794-08-1,hunger,NEED FOR FOOD,B1,noun,food and drink
2796,03-2796-12-1,hunt,CHASE,B1,verb,"people: actions, shopping"
2798,03-2798-08-1,hurry,-,B1,noun,-
2799,03-2799-12-1,hurt,EMOTION,B1,verb,people: personality
2799,03-2799-01-2,hurt,IN PAIN,B1,adjective,body and health
2799,03-2799-01-3,hurt,UNHAPPY,B1,adjective,people: personality
2801,03-2801-08-1,hut,-,B1,noun,buildings
2811,03-2811-08-1,ice hockey,-,B1,noun,shopping
2812,03-2812-08-1,ice skating,-,B1,noun,shopping
2816,03-2816-01-1,icy,WITH ICE,B1,adjective,natural world
2816,03-2816-01-2,icy,COLD,B1,adjective,natural world
2817,03-2817-08-1,idea,OPINION,B1,noun,people: personality
2825,03-2825-08-1,identity card,-,B1,noun,communication
2830,03-2830-04-1,if,ALWAYS,B1,conjunction,-
2830,03-2830-04-2,if,MIGHT,B1,conjunction,-
2830,03-2830-04-3,if,WHETHER,B1,conjunction,-
2838,03-2838-08-1,illness,DISEASE,B1,noun,body and health
2844,03-2844-08-1,imagination,PART OF MIND,B1,noun,people: personality
2844,03-2844-08-2,imagination,ABILITY,B1,noun,people: personality
2846,03-2846-12-1,imagine,FORM PICTURE,B1,verb,people: actions
2846,03-2846-12-2,imagine,UNDERSTAND,B1,verb,-
2846,03-2846-12-3,imagine,NOT REAL,B1,verb,-
2855,03-2855-08-1,immigration,PLACE,B1,noun,travel
2875,03-2875-08-1,importance,-,B1,noun,-
2876,03-2876-01-1,important,POWERFUL,B1,adjective,-
2880,03-2880-01-1,impossible,CANNOT HAPPEN,B1,adjective,-
2889,03-2889-08-1,improvement,BETTER,B1,noun,-
2889,03-2889-08-2,improvement,CHANGE,B1,noun,-
2892,03-2892-10-1,in,WEARING,B1,preposition,clothes
2892,03-2892-10-2,in,EXPERIENCE,B1,preposition,people: personality
2892,03-2892-10-3,in,ARRANGEMENT,B1,preposition,describing things
2892,03-2892-10-4,in,EXPRESSED,B1,preposition,communication
2892,03-2892-10-5,in,INVOLVED,B1,preposition,-
2892,03-2892-02-6,in,AT A PLACE,B1,adverb,-
2900,03-2900-08-1,inch,MEASUREMENT,B1,noun,describing things
2915,03-2915-12-1,increase,-,B1,verb,describing things
2914,03-2914-01-1,incorrect,-,B1,adjective,-
2917,03-2917-01-1,incredible,VERY GOOD,B1,adjective,describing things
2921,03-2921-02-1,indeed,REALLY,B1,adverb,communication
2922,03-2922-08-1,indefinite article,-,B1,noun,-
2925,03-2925-01-1,independent,NOT HELPED,B1,adjective,-
2937,03-2937-01-1,individual,SINGLE,B1,adjective,describing things
2937,03-2937-01-2,individual,RELATING TO ONE,B1,adjective,-
2941,03-2941-02-1,indoors,-,B1,adverb,describing things
2947,03-2947-08-1,industry,TYPE OF BUSINESS,B1,noun,work
2953,03-2953-01-1,inexpensive,-,B1,adjective,"money, shopping"
2966,03-2966-08-1,infinitive,-,B1,noun,-
2971,03-2971-12-1,inform,TELL,B1,verb,communication
2971,03-2971-12-2,inform,GIVE INFORMATION,B1,verb,communication
2977,03-2977-08-1,ingredient,FOOD,B1,noun,food and drink
2985,03-2985-08-1,initial,-,B1,noun,communication
2990,03-2990-12-1,injure,-,B1,verb,"body and health, people: actions"
2994,03-2994-08-1,ink,-,B1,noun,communication
3005,03-3005-08-1,inquiry,QUESTION ,B1,noun,communication
3016,03-3016-12-1,insist,DEMAND,B1,verb,communication
3024,03-3024-12-1,install,COMPUTER,B1,verb,"people: actions, technology"
3024,03-3024-12-2,install,EQUIPMENT,B1,verb,people: actions
3030,03-3030-10-1,instead of,-,B1,preposition,-
3036,03-3036-08-1,instructor,-,B1,noun,work
3050,03-3050-01-1,intelligent,-,B1,adjective,people: personality
3051,03-3051-12-1,intend,HAVE PLAN,B1,verb,-
3063,03-3063-08-1,interest,ACTIVITY/SUBJECT,B1,noun,-
3063,03-3063-08-2,interest,FEELING,B1,noun,people: personality
3063,03-3063-08-3,interest,QUALITY,B1,noun,-
3063,03-3063-12-4,interest,-,B1,verb,people: personality
3071,03-3071-01-1,intermediate,-,B1,adjective,-
3075,03-3075-02-1,internationally,-,B1,adverb,-
3078,03-3078-12-1,interrupt,STOP SPEAKING,B1,verb,communication
3080,03-3080-08-1,interval,THEATRE,B1,noun,arts and media
3083,03-3083-08-1,interview,FOR JOB,B1,noun,communication
3083,03-3083-08-2,interview,"FOR ARTICLE/TV, ETC.",B1,noun,communication
3083,03-3083-12-3,interview,-,B1,verb,"communication, people: actions"
3085,03-3085-10-1,into,TOWARDS,B1,preposition,-
3085,03-3085-10-2,into,HIT,B1,preposition,-
3092,03-3092-12-1,introduce,MEETING PEOPLE,B1,verb,"communication, relationships"
3103,03-3103-12-1,invent,NEW DESIGN,B1,verb,people: actions
3104,03-3104-08-1,invention,-,B1,noun,-
3116,03-3116-12-1,involve,NECESSARY PART,B1,verb,-
3116,03-3116-12-2,involve,AFFECT/INCLUDE,B1,verb,-
3118,03-3118-08-1,iron,METAL,B1,noun,natural world
3118,03-3118-08-2,iron,FOR CLOTHES,B1,noun,buildings
3118,03-3118-12-3,iron,-,B1,verb,people: actions
3121,03-3121-08-1,ironing,-,B1,noun,people: actions
3124,03-3124-01-1,irregular,GRAMMAR,B1,adjective,-
3136,03-3136-08-1,issue,SUBJECT,B1,noun,communication
3139,03-3139-08-1,item,PART OF SET,B1,noun,-
3142,03-3142-11-1,itself,EMPHASIS,B1,pronoun,communication
3144,03-3144-08-1,jail,-,B1,noun,"crime, buildings"
3146,03-3146-08-1,jar,-,B1,noun,-
3150,03-3150-01-1,jealous,UNHAPPY IN LOVE,B1,adjective,people: personality
3154,03-3154-08-1,jet,-,B1,noun,travel
3158,03-3158-12-1,jog,-,B1,verb,people: actions
3159,03-3159-08-1,jogging,-,B1,noun,"people: actions, shopping"
3160,03-3160-12-1,join,CONNECT,B1,verb,people: actions
3160,03-3160-12-2,join,MEET,B1,verb,-
3163,03-3163-08-1,joke,FUNNY,B1,noun,communication
3163,03-3163-12-2,joke,NOT SERIOUS,B1,verb,communication
3166,03-3166-08-1,journalist,-,B1,noun,"arts and media, work"
3169,03-3169-08-1,judge,COMPETITION,B1,noun,"arts and media, shopping"
3169,03-3169-12-2,judge,DEVELOP OPINION,B1,verb,people: personality
3171,03-3171-08-1,jug,-,B1,noun,-
3174,03-3174-01-1,juicy,WITH JUICE,B1,adjective,-
3175,03-3175-08-1,jump,-,B1,noun,people: actions
3177,03-3177-08-1,jungle,-,B1,noun,natural world
3183,03-3183-02-1,just,ONLY,B1,adverb,communication
3183,03-3183-02-2,just,ALMOST NOT,B1,adverb,-
3183,03-3183-02-3,just,EXACTLY,B1,adverb,-
3183,03-3183-02-4,just,EMPHASIS,B1,adverb,communication
3190,03-3190-08-1,kangaroo,-,B1,noun,animals
3191,03-3191-01-1,keen,INTERESTED,B1,adjective,people: personality
3191,03-3191-01-2,keen,WANTING TO DO,B1,adjective,people: personality
3192,03-3192-12-1,keep,DELAY,B1,verb,-
3193,03-3193-08-1,keeper,LOOKING AFTER,B1,noun,-
3194,03-3194-08-1,kettle,-,B1,noun,food and drink
3193,03-3193-08-1,keeper,FOOTBALL,B1,noun,shopping
3195,03-3195-08-1,key,METHOD,B1,noun,-
3201,03-3201-08-1,killer,-,B1,noun,crime
3202,03-3202-08-1,killing,-,B1,noun,"crime, people: actions"
3207,03-3207-02-1,kindly,-,B1,adverb,people: personality
3212,03-3212-08-1,kit,COLLECTION,B1,noun,-
3215,03-3215-08-1,kitten,-,B1,noun,animals
3216,03-3216-08-1,knee,-,B1,noun,body and health
3218,03-3218-08-1,knickers,-,B1,noun,clothes
3220,03-3220-12-1,knit,-,B1,verb,"clothes, people: actions"
3222,03-3222-12-1,knock,MAKE NOISE,B1,verb,people: actions
3222,03-3222-12-2,knock,HIT,B1,verb,people: actions
3224,03-3224-12-1,know,BE FAMILIAR WITH,B1,verb,-
3224,03-3224-12-2,know,UNDERSTAND A SUBJECT,B1,verb,education
3226,03-3226-08-1,knowledge,UNDERSTANDING,B1,noun,people: personality
3230,03-3230-08-1,lab,-,B1,noun,buildings
3231,03-3231-08-1,label,INFORMATION,B1,noun,communication
3231,03-3231-08-2,label,COMPANY,B1,noun,"shopping, work"
3232,03-3232-08-1,laboratory,-,B1,noun,buildings
3236,03-3236-08-1,ladder,EQUIPMENT,B1,noun,buildings
3237,03-3237-08-1,lady,-,B1,noun,people: appearance
3240,03-3240-08-1,lamb,-,B1,noun,"animals, food and drink"
3242,03-3242-08-1,land,AREA OF GROUND,B1,noun,natural world
3242,03-3242-12-2,land,ARRIVE,B1,verb,travel
3247,03-3247-08-1,landscape,-,B1,noun,natural world
3249,03-3249-08-1,language,COMMUNICATION,B1,noun,communication
3255,03-3255-01-1,last,REMAINING,B1,adjective,describing things
3255,03-3255-02-2,last,MOST RECENT,B1,adverb,-
3255,03-3255-12-3,last,CONTINUE,B1,verb,-
3259,03-3259-02-1,lately,-,B1,adverb,-
3263,03-3263-08-1,laugh,-,B1,noun,people: actions
3268,03-3268-08-1,law,SUBJECT,B1,noun,"crime, education, work"
3270,03-3270-08-1,lawyer,-,B1,noun,"crime, work"
3275,03-3275-12-1,lead,SHOW WAY,B1,verb,people: actions
3275,03-3275-01-2,lead,-,B1,adjective,arts and media
3276,03-3276-08-1,leader,PERSON IN CONTROL,B1,noun,politics
3279,03-3279-08-1,leaf,PLANT,B1,noun,natural world
3281,03-3281-08-1,league,-,B1,noun,shopping
3284,03-3284-12-1,learn,REMEMBER,B1,verb,people: actions
3284,03-3284-12-2,learn,BE TOLD INFORMATION,B1,verb,communication
3287,03-3287-02-1,least,LESS,B1,adverb,describing things
3289,03-3289-12-1,leave,END RELATIONSHIP,B1,verb,relationships
3290,03-3290-08-1,lecture,-,B1,noun,"communication, education"
3304,03-3304-08-1,leisure,-,B1,noun,shopping
3308,03-3308-08-1,length,DISTANCE,B1,noun,describing things
3316,03-3316-12-1,let,ALLOW,B1,verb,-
3319,03-3319-08-1,lettuce,-,B1,noun,food and drink
3331,03-3331-12-1,lie,OBJECT,B1,verb,-
3331,03-3331-12-2,lie,PLACE,B1,verb,-
3331,03-3331-12-3,lie,-,B1,verb,communication
3331,03-3331-08-4,lie,-,B1,noun,communication
3332,03-3332-08-1,life,PLANTS/ANIMALS,B1,noun,natural world
3332,03-3332-08-2,life,WAY OF LIVING,B1,noun,-
3337,03-3337-12-1,lift,-,B1,verb,people: actions
3338,03-3338-08-1,light,BRIGHTNESS,B1,noun,-
3338,03-3338-01-2,light,BRIGHT,B1,adjective,-
3338,03-3338-01-3,light,NOT MUCH,B1,adjective,describing things
3338,03-3338-12-4,light,START FLAMES,B1,verb,people: actions
3339,03-3339-08-1,lighter,-,B1,noun,-
3341,03-3341-02-1,lightly,GENTLY,B1,adverb,-
3342,03-3342-08-1,lightning,-,B1,noun,natural world
3343,03-3343-10-1,like,SUCH AS,B1,preposition,-
3343,03-3343-04-2,like,-,B1,conjunction,-
3345,03-3345-01-1,likely,-,B1,adjective,-
3347,03-3347-08-1,limit,LARGEST POSSIBLE AMOUNT,B1,noun,describing things
3349,03-3349-01-1,limited,SMALL,B1,adjective,describing things
3350,03-3350-08-1,line,WORDS,B1,noun,communication
3350,03-3350-08-2,line,RAILWAY,B1,noun,travel
3354,03-3354-08-1,link,COMPUTER,B1,noun,technology
3356,03-3356-08-1,lip,-,B1,noun,body and health
3357,03-3357-08-1,liquid,-,B1,noun,-
3359,03-3359-12-1,listen,PAY ATTENTION,B1,verb,communication
3366,03-3366-08-1,literature,BOOKS,B1,noun,arts and media
3369,03-3369-01-1,little,NOT IMPORTANT,B1,adjective,-
3369,03-3369-05-2,little,NOT ENOUGH,B1,determiner,describing things
3369,03-3369-11-3,little,SMALL AMOUNT,B1,pronoun,describing things
3370,03-3370-12-1,live,SPEND LIFE,B1,verb,-
3370,03-3370-12-2,live,BE ALIVE,B1,verb,-
3370,03-3370-01-3,live,-,B1,adjective,arts and media
3371,03-3371-01-1,lively,-,B1,adjective,people: personality
3377,03-3377-08-1,loan,MONEY,B1,noun,money
3381,03-3381-01-1,local,-,B1,adjective,-
3383,03-3383-08-1,location,PLACE,B1,noun,-
3384,03-3384-12-1,lock,WITH KEY,B1,verb,people: actions
3384,03-3384-08-2,lock,-,B1,noun,-
3390,03-3390-08-1,logo,-,B1,noun,communication
3392,03-3392-01-1,lonely,PERSON,B1,adjective,people: personality
3401,03-3401-08-1,look,SEE,B1,noun,people: actions
3401,03-3401-08-2,look,SEARCH,B1,noun,people: actions
3403,03-3403-01-1,loose,CLOTHES,B1,adjective,-
3405,03-3405-08-1,lorry,-,B1,noun,travel
3406,03-3406-12-1,lose,NOT HAVE,B1,verb,-
3406,03-3406-12-2,lose,NOT WIN,B1,verb,shopping
3406,03-3406-12-3,lose,HAVE LESS,B1,verb,-
3408,03-3408-01-1,lost,OBJECT,B1,adjective,-
3409,03-3409-08-1,lottery,-,B1,noun,"money, shopping"
3410,03-3410-02-1,loud,-,B1,adverb,-
3411,03-3411-02-1,loudly,-,B1,adverb,-
3413,03-3413-08-1,love,FRIENDS/FAMILY,B1,noun,"people: personality, relationships"
