Root,Word,Guideword,Level,Part of Speech,Topic
-,rich,CONTAINING A LOT,B2,adjective,-
-,get rid of sth,-,B2,phrase,-
-,ridiculous,-,B2,adjective,-
-,right,MORALLY ACCEPTABLE,B2,adjective,-
-,right,CORRECTLY,B2,adverb,-
-,right,LAW,B2,noun,-
-,right,BEHAVIOUR,B2,noun,-
-,rightly,-,B2,adverb,-
-,ring,CIRCLE,B2,noun,describing things
-,ring,SOUND,B2,noun,-
-,rip,TEAR,B2,verb,people: actions
-,ripe,"FRUIT, ETC.",B2,adjective,"food and drink, natural world"
-,rise,INCREASE,B2,verb,-
-,rise,INCREASE,B2,noun,-
-,take a risk,-,B2,phrase,people: personality
-,at risk,-,B2,phrase,-
-,risk,BAD POSSIBILITY,B2,noun,-
-,risk,DO SOMETHING,B2,verb,people: personality
-,risk,POSSIBLY LOSE,B2,verb,people: personality
-,risky,-,B2,adjective,people: personality
-,robbery,-,B2,noun,crime
-,rocket,VEHICLE,B2,noun,travel
-,role,PURPOSE,B2,noun,-
-,"roll (sth) across/around/over, etc.",-,B2,phrase,people: actions
-,roll,TURN OVER,B2,verb,people: actions
-,"roll down/in/off, etc.",-,B2,phrase,-
-,roll,TUBE,B2,noun,describing things
-,roommate,-,B2,noun,relationships
-,root,PLANT PART,B2,noun,natural world
-,roots,-,B2,phrase,-
-,rope,FOR TYING,B2,noun,-
-,rotten,-,B2,adjective,food and drink
-,rough,DIFFICULT,B2,adjective,-
-,rough,SEA/WEATHER,B2,adjective,natural world
-,roughly,NOT EXACTLY,B2,adverb,describing things
-,round and round,-,B2,phrase,-
-,"first/second/third/final, etc., round",-,B2,phrase,shopping
-,in a row,-,B2,phrase,-
-,row,-,B2,verb,"people: actions, travel"
-,royal,-,B2,adjective,-
-,row,-,B2,noun,communication
-,rub,PRESS WITH HANDS,B2,verb,people: actions
-,"rub sth into/on, etc.",-,B2,phrase,people: actions
-,rub out sth or rub sth out,-,B2,phrasal verb,communication
-,rubber,SUBSTANCE,B2,noun,natural world
-,rubbish,BAD QUALITY,B2,noun,describing things
-,rude,WORDS/JOKES,B2,adjective,-
-,ruin,-,B2,verb,people: actions
-,rule,USUAL WAY,B2,noun,-
-,rule,INFLUENCE SOMEONE,B2,verb,-
-,rule,CONTROL SOMEWHERE,B2,verb,politics
-,rumour,-,B2,noun,communication
-,run,LIQUID,B2,verb,-
-,run,TRAVEL,B2,verb,travel
-,run,USE COMPUTER,B2,verb,"people: actions, technology"
-,run away,-,B2,phrasal verb,people: actions
-,run into sth,-,B2,phrasal verb,"people: actions, travel"
-,run into sb,-,B2,phrasal verb,people: actions
-,run out,ALL USED,B2,phrasal verb,-
-,run over sb/sth or run sb/sth over,-,B2,phrasal verb,"people: actions, travel"
-,run,SPORT,B2,noun,shopping
-, in the long run,-,B2,phrase,-
-,rural,-,B2,adjective,natural world
-,rush,HURRY,B2,verb,people: actions
-,rush to do sth,-,B2,phrase,-
-,rush,HURRY,B2,noun,people: actions
-,rush hour,-,B2,noun,travel
-,rusty,SKILL,B2,adjective,people: personality
-,rusty,METAL,B2,adjective,-
-,sack,-,B2,verb,"people: actions, work"
-,the sack,-,B2,phrase,work
-,sadly,NOT HAPPY,B2,adverb,people: personality
-,sadly,NOT SATISFACTORY,B2,adverb,-
-,sadness,-,B2,noun,people: personality
-,safety,BEING SAFE,B2,noun,-
-,sail,MOVE ON WATER,B2,verb,travel
-,for the sake of sb/sth; for sb's/sth's sake,-,B2,phrase,-
-,sale,SELL,B2,noun,shopping
-,sales,-,B2,phrase,shopping
-,salon,-,B2,noun,-
-,salty,-,B2,adjective,food and drink
-,the same,-,B2,phrase,-
-,the same,-,B2,phrase,-
-,sample,PART OF GROUP,B2,noun,-
-,sample,SMALL AMOUNT,B2,noun,describing things
-,satisfaction,FEELING,B2,noun,people: personality
-,satellite,-,B2,noun,technology
-,satisfactory,-,B2,adjective,describing things
-,satisfy,PLEASE,B2,verb,people: personality
-,save a goal,-,B2,phrase,shopping
-,savings,-,B2,noun,money
-,be said to be,-,B2,phrase,-
-,it goes without saying,-,B2,phrase,communication
-,scale,SIZE,B2,noun,describing things
-,scale,MEASURE,B2,noun,describing things
-,scales,-,B2,phrase,-
-,scale,COMPARISON,B2,noun,describing things
-,scandal,-,B2,noun,-
-,scar,ON SKIN,B2,noun,body and health
-,scene,VIEW,B2,noun,"arts and media, natural world"
-,scene,PLACE,B2,noun,-
-,"the club/gay/music, etc. scene",-,B2,phrase,-
-,scent,-,B2,noun,-
-,schedule,-,B2,verb,people: actions
-,schedule,-,B2,noun,-
-,scheduled,FLIGHT,B2,adjective,travel
-,scheduled,PLANNED,B2,adjective,-
-,scheme,-,B2,noun,-
-,scientifically,-,B2,adverb,education
-,scratch,RUB SKIN,B2,verb,"body and health, people: actions"
-,scratch,HURT/DAMAGE,B2,verb,people: actions
-,scratch,-,B2,noun,-
-,scratch,RUB SURFACE,B2,verb,people: actions
-,script,WORDS,B2,noun,arts and media
-,seal,-,B2,noun,animals
-,search,POLICE,B2,verb,"crime, people: actions"
-,search,FIND ANSWER,B2,noun,people: actions
-,in season,-,B2,phrase,"food and drink, natural world"
-,seasonal,-,B2,adjective,-
-,be seated,-,B2,phrase,-
-,second,IN LIST,B2,adverb,-
-,secondly,-,B2,adverb,communication
-,the second person,-,B2,noun,-
-,in secret,-,B2,phrase,-
-,the secret,-,B2,phrase,-
-,secure,SAFE,B2,adjective,-
-,secure,CONFIDENT,B2,adjective,people: personality
-,see,INFORMATION,B2,verb,-
-,see,CONSIDER,B2,verb,-
-,see off sb or see sb off,-,B2,phrasal verb,"communication, people: actions"
-,see through sb/sth,-,B2,phrasal verb,-
-,seed,PLANT,B2,noun,natural world
-,see to sth/sb ,-,B2,phrasal verb,people: actions
-,seek,TRY TO FIND,B2,verb,people: actions
-,It seems...,-,B2,phrase,-
-,seize,HOLD,B2,verb,people: actions
-,seize a chance/opportunity,-,B2,phrase,-
-,seldom,-,B2,adverb,-
-,selection,ACT OF CHOOSING,B2,noun,-
-,selection,THINGS CHOSEN,B2,noun,-
-,self-confidence,-,B2,noun,people: personality
-,self-confident,-,B2,adjective,people: personality
-,sell,A LOT,B2,verb,-
-,sell out,-,B2,phrasal verb,shopping
-,semicolon,-,B2,noun,communication
-,semi-final,-,B2,noun,shopping
-,seminar,-,B2,noun,education
-,send,MAKE GO,B2,verb,people: actions
-,send off sth or send sth off,-,B2,phrasal verb,"communication, people: actions"
-,senior,MORE IMPORTANT,B2,adjective,work
-,senior,OLDER,B2,adjective,-
-,sensation,PHYSICAL,B2,noun,body and health
-,sensation,FEELING/IDEA,B2,noun,people: personality
-,sensation,EXCITEMENT,B2,noun,people: personality
-,sense,GOOD JUDGMENT,B2,noun,people: personality
-,sense,ABILITY,B2,noun,people: personality
-,make sense,-,B2,phrase,communication
-,sense,NATURAL ABILITY,B2,noun,body and health
-,sense,MEANING,B2,noun,communication
-,make sense,-,B2,phrase,-
-,sensitive,REACTING,B2,adjective,-
-,sensitive,UPSET,B2,adjective,people: personality
-,sensitive,EASILY DAMAGED,B2,adjective,-
-,sensitive,SUBJECT,B2,adjective,-
-,sensitive,KIND,B2,adjective,people: personality
-,sentence,PUNISHMENT,B2,noun,crime
-,sentence,-,B2,verb,"crime, people: actions"
-,separate,NOT RELATED,B2,adjective,-
-,separate,DIVIDE,B2,verb,people: actions
-,separate,HUSBAND/WIFE,B2,verb,relationships
-,separate,MOVE APART,B2,verb,people: actions
-,separation,APART,B2,noun,-
-,separately,-,B2,adverb,-
-,separation,NOT LIVE TOGETHER,B2,noun,relationships
-,series,THINGS,B2,noun,-
-,series,BOOKS,B2,noun,arts and media
-,serious,NEEDING ATTENTION,B2,adjective,-
-,seriously,NOT JOKING,B2,adverb,communication
-,take sb/sth seriously,-,B2,phrase,people: personality
-,servant,-,B2,noun,work
-,service,EXTRA MONEY,B2,noun,food and drink
-,service,ARMED FORCES,B2,noun,-
-,service,GOVERNMENT DEPARTMENT,B2,noun,politics
-,set,CONDITION,B2,verb,people: actions
-,set,EQUIPMENT,B2,verb,"people: actions, technology"
-,set,BE IN PLACE,B2,verb,-
-,set,ACHIEVE,B2,verb,people: actions
-,set an example,-,B2,phrase,people: actions
-,set a record,-,B2,phrase,"people: actions, shopping"
-,set out sth or set sth out,-,B2,phrasal verb,communication
-,set up sth or set sth up,EVENT/ACTIVITY,B2,phrasal verb,people: actions
-,set,TENNIS,B2,noun,shopping
-,set,FILM/PLAY,B2,noun,arts and media
-,setting,POSITION,B2,noun,buildings
-,setting,"BOOK/FILM, ETC.",B2,noun,arts and media
-,settle,LIVE,B2,verb,"buildings, people: actions"
-,settle,DECIDE,B2,verb,communication
-,settle down,FEEL COMFORTABLE,B2,phrasal verb,people: actions
-,the seventies,-,B2,phrase,-
-,(be) in your seventies,-,B2,phrase,people: appearance
-,severe,BAD,B2,adjective,describing things
-,severe,STRICT,B2,adjective,people: personality
-,severely,-,B2,adverb,-
-,sexual,SEX,B2,adjective,-
-,sexy,-,B2,adjective,describing things
-,shade,COLOUR,B2,noun,describing things
-,shake,FEAR,B2,verb,"people: actions, people: personality"
-,shake your head,-,B2,phrase,"communication, people: actions"
-,shallow,NOT DEEP,B2,adjective,describing things
-,"in good/bad, etc. shape",-,B2,phrase,"body and health, describing things"
-,keep in shape,-,B2,phrase,body and health
-,share,DO TOGETHER,B2,verb,people: actions
-,share,PART,B2,noun,-
-,"a sharp rise/increase/drop, etc.",-,B2,phrase,-
-,sharp,MIND,B2,adjective,people: personality
-,sharply,-,B2,adverb,-
-,shed,-,B2,noun,buildings
-,shell,-,B2,noun,natural world
-,shelter,PLACE,B2,noun,buildings
-,shelter,PROTECTION,B2,noun,-
-,shift,WORK,B2,noun,work
-,shiver,-,B2,verb,people: actions
-,shock,-,B2,verb,people: personality
-,shooting,-,B2,noun,-
-,shopkeeper,-,B2,noun,"shopping, work"
-,short,NAME,B2,adjective,communication
-,shortage,-,B2,noun,describing things
-,shortly,SOON,B2,adverb,-
-,short-term,-,B2,adjective,-
-,in the short term,-,B2,phrase,-
-,shot,WEAPON,B2,noun,-
-,shot,SPORT,B2,noun,shopping
-,shot,FILM,B2,noun,arts and media
-,why should/shouldn't...?,-,B2,phrase,-
-,show,PROVE,B2,verb,-
-,show,EXPRESS,B2,verb,communication
-,show off,-,B2,phrasal verb,"people: actions, people: personality"
-,show,PUBLIC EVENT,B2,noun,arts and media
-,shower,WASH,B2,verb,people: actions
-,shrink,-,B2,verb,-
-,shut (sb) up,-,B2,phrasal verb,communication
-,shut (sth) down or shut down (sth),-,B2,phrasal verb,"people: actions, work"
-,keep your mouth shut,-,B2,phrase,communication
-,be sick of sth,-,B2,phrase,people: personality
-,sickness,-,B2,noun,body and health
-,side,PART OF SITUATION,B2,noun,-
-,side by side,-,B2,phrase,-
-,side,CHARACTER,B2,noun,people: personality
-,from side to side,-,B2,phrase,-
-,side,OPPOSING GROUP,B2,noun,people: personality
-,side,OPINION,B2,noun,-
-,sigh,-,B2,verb,"communication, people: actions"
-,sigh,-,B2,noun,people: actions
-,the sight of sb/sth,-,B2,phrase,-
-,sight,AREA SEEN,B2,noun,-
-,at first sight,-,B2,phrase,-
-,sign,MARK,B2,noun,communication
-,no sign of sb/sth,-,B2,phrase,-
-,signal,ACTION,B2,noun,communication
-,signal,WAVE,B2,noun,technology
-,significantly,-,B2,adverb,-
-,significant,-,B2,adjective,-
-,silence,PERIOD OF TIME,B2,noun,-
-,silent,NO SPEAKING,B2,adjective,work
-,silently,-,B2,adverb,-
-,similarity,-,B2,noun,-
-,simple,IMPORTANT,B2,adjective,-
-,simply,EMPHASIS,B2,adverb,communication
-,simply,ONLY,B2,adverb,-
-,simply,NOT COMPLICATED,B2,adverb,-
-,simultaneously,-,B2,adverb,-
-,since,-,B2,adverb,-
-,single,ONE,B2,adjective,describing things
-,sink,FALL,B2,verb,-
-,Dear Sir ,-,B2,phrase,communication
-,sister-in-law,-,B2,noun,relationships
-,sit,TEST/EXAM,B2,verb,"education, people: actions"
-,(be) in your sixties,-,B2,phrase,people: appearance
-,the sixties,-,B2,phrase,-
-,skeleton,-,B2,noun,body and health
-,skilful,GOOD AT,B2,adjective,people: personality
-,skilled,-,B2,adjective,"people: personality, work"
-,skin,FRUIT,B2,noun,natural world
-,skip,NOT DO,B2,verb,people: actions
-,slam,CLOSE,B2,verb,people: actions
-,"slam sth down/onto/into, etc.",-,B2,phrase,people: actions
-,slap,-,B2,verb,people: actions
-,slash,-,B2,noun,communication
-,slave,-,B2,noun,work
-,"slide (sth) across/down/along, etc.",-,B2,phrase,people: actions
-,slice,-,B2,verb,people: actions
-,slight,-,B2,adjective,communication
-,slightly,-,B2,adverb,communication
-,slope,-,B2,noun,-
-,slow,NOT EXCITING,B2,adjective,-
-,slow (sb/sth) down/up or slow down/up (sb/sth),-,B2,phrasal verb,people: actions
-,slow down,-,B2,phrasal verb,people: actions
-,smash,-,B2,verb,people: actions
-,smell,ABILITY,B2,verb,-
-,smell,ABILITY,B2,noun,body and health
-,smell,UNPLEASANT,B2,noun,-
-,smoker,-,B2,noun,people: actions
-,smoothly,WITHOUT PROBLEMS,B2,adverb,-
-,sneeze,-,B2,verb,"body and health, people: actions"
-,snore,-,B2,verb,people: actions
-,if so,-,B2,phrase,-
-,so as to,-,B2,phrase,-
-,soak,PUT IN LIQUID,B2,verb,people: actions
-,soak up sth or soak sth up,-,B2,phrasal verb,-
-,soaking,-,B2,adjective,-
-,soaked,-,B2,adjective,-
-,sob,-,B2,verb,"people: actions, people: personality"
-,so-called,NOT AS NAMED,B2,adjective,communication
-,so-called,KNOWN AS,B2,adjective,-
-,social,SOCIETY,B2,adjective,-
-,socialize,-,B2,verb,relationships
-,society,ORGANIZATION,B2,noun,-
-,softness,-,B2,noun,describing things
-,soil,-,B2,noun,natural world
-,solar,-,B2,adjective,natural world
-,solid,HARD,B2,adjective,describing things
-,solid,STRONG,B2,adjective,describing things
-,solo,-,B2,adjective,-
-,solo,-,B2,noun,arts and media
-,some,LARGE AMOUNT,B2,determiner,describing things
-,somehow,REASON NOT CLEAR,B2,adverb,-
-,"somewhere around/between, etc.",-,B2,phrase,describing things
-,son-in-law,-,B2,noun,relationships
-,sooner or later,-,B2,phrase,-
-,sophisticated,WITH EXPERIENCE,B2,adjective,people: personality
-,sophisticated,ADVANCED,B2,adjective,technology
-,sorry,SAYING NO,B2,adjective,people: personality
-,sort of,-,B2,phrase,describing things
-,sort,ORDER,B2,verb,people: actions
-,sort out sth or sort sth out,SOLVE PROBLEM,B2,phrasal verb,people: actions
-,sort out sth or sort sth out,TIDY,B2,phrasal verb,people: actions
-,soul,SPIRIT,B2,noun,people: personality
-,soul,PERSON,B2,noun,-
-,"sound angry/happy/rude, etc.",-,B2,phrase,people: personality
-,soundtrack,-,B2,noun,arts and media
-,source,COME FROM,B2,noun,-
-,space,AREA AROUND,B2,noun,-
-,sparkling,SHINING,B2,adjective,-
-,speak,IN PUBLIC,B2,verb,-
-,"generally/personally, etc. speaking",-,B2,phrase,communication
-,speak up,-,B2,phrasal verb,communication
-,special attention/care/treatment,-,B2,phrase,-
-,specialist,-,B2,noun,people: personality
-,specialize,-,B2,verb,"education, work"
-,specific,PARTICULAR THING,B2,adjective,-
-,species,-,B2,noun,animals
-,specify,-,B2,verb,communication
-,spectator,-,B2,noun,"arts and media, shopping"
-,speech,FORMAL TALK,B2,noun,communication
-,speed,MOVEMENT,B2,noun,-
-,spirit,WAY OF FEELING,B2,noun,people: personality
-,spirit,GHOST,B2,noun,-
-,"in good/high/low, etc. spirits",-,B2,phrase,people: personality
-,spiritual,-,B2,adjective,people: personality
-,"splash about/around/through, etc.",-,B2,phrase,people: actions
-,splash,LIQUID,B2,verb,people: actions
-,splash,SOUND,B2,noun,-
-,split,DIVIDE,B2,verb,people: actions
-,sponsor,-,B2,verb,money
-,sponsor,-,B2,noun,money
-,spot,PLACE,B2,noun,-
-,spot,SKIN,B2,noun,body and health
-,spot,-,B2,verb,people: actions
-,spray,-,B2,noun,-
-,spray,-,B2,verb,people: actions
-,spread,INFORMATION,B2,verb,communication
-,spread,GRADUALLY AFFECT,B2,verb,-
-,spread,COVER AREA,B2,verb,-
-,spread out,-,B2,phrasal verb,people: actions
-,spread,MOVEMENT,B2,noun,-
-,spreadsheet,-,B2,noun,"communication, technology"
-,squash,PUSH INTO,B2,verb,people: actions
-,squash,CRUSH FLAT,B2,verb,people: actions
-,squeeze,PRESS,B2,verb,people: actions
-,squeeze (sb/sth) in/squeeze (sb/sth) into sth ,-,B2,phrasal verb,people: actions
-,stab,-,B2,verb,"crime, people: actions"
-,stage,PART,B2,noun,-
-,stain,-,B2,noun,-
-,stamp,MARK,B2,verb,-
-,"stand (sth) in/against/by, etc. sth",-,B2,phrase,people: actions
-,stand back,-,B2,phrasal verb,people: actions
-,stand for sth ,REPRESENT,B2,phrasal verb,politics
-,stand by sb ,-,B2,phrasal verb,relationships
-,stand for sth ,LETTERS,B2,phrasal verb,communication
-,stand out,EASY TO SEE,B2,phrasal verb,-
-,stand out,BE BETTER,B2,phrasal verb,-
-,stand up sb or stand sb up,-,B2,phrasal verb,relationships
-,stand up for sth/sb ,-,B2,phrasal verb,communication
-,standard,QUALITY,B2,noun,-
-,standard of living,-,B2,phrase,money
-,standard,-,B2,adjective,describing things
-,stare,-,B2,verb,people: actions
-,start,BUSINESS,B2,verb,"people: actions, work"
-,start,SWITCH ON,B2,verb,"people: actions, technology"
-,to start with,-,B2,phrase,-
-,starving,ILL/DYING,B2,adjective,"body and health, food and drink"
-,state,CONDITION,B2,noun,-
-,starving,HUNGRY,B2,adjective,food and drink
-,state,-,B2,verb,communication
-,state,-,B2,adjective,politics
-,statement,THING SAID,B2,noun,communication
-,statistics,-,B2,noun,-
-,stay out,-,B2,phrasal verb,people: actions
-,stay up,-,B2,phrasal verb,-
-,stay over,-,B2,phrasal verb,travel
-,steadily,-,B2,adverb,-
-,steady,GRADUAL,B2,adjective,-
-,steady,STILL,B2,adjective,-
-,steam,GAS,B2,noun,natural world
-,steel,-,B2,noun,natural world
-,steer,CONTROL DIRECTION,B2,verb,"people: actions, travel"
-,steering wheel,-,B2,noun,travel
-,step,STAGE,B2,noun,-
-,stepfather,-,B2,noun,relationships
-,stepmother,-,B2,noun,relationships
-,"stick (sth) in/into/through, etc.",-,B2,phrase,people: actions
-,stick out,-,B2,phrasal verb,-
-,stick to sth ,-,B2,phrasal verb,people: actions
-,stick together,-,B2,phrasal verb,relationships
-,stick with sth/sb ,-,B2,phrasal verb,-
-,stiff,HARD,B2,adjective,describing things
-,stiff,DIFFICULT TO MOVE,B2,adjective,describing things
-,"bored/scared/worried, etc. stiff",-,B2,phrase,people: personality
-,better/worse still,-,B2,phrase,-
-,still,NOT MOVING,B2,adjective,-
-,stimulate,ENCOURAGE,B2,verb,people: actions
-,stimulate,MAKE EXCITED,B2,verb,people: personality
-,stock,SHOP,B2,noun,shopping
-,in stock/out of stock,-,B2,phrase,shopping
-,stool,-,B2,noun,buildings
-,stop over,-,B2,phrasal verb,"people: actions, travel"
-,stopover,-,B2,noun,travel
-,storage,-,B2,noun,-
-,store,KEEP,B2,verb,people: actions
-,store,COMPUTER,B2,verb,"people: actions, technology"
-,storey,-,B2,noun,buildings
-,stormy,WEATHER,B2,adjective,natural world
-,story,REPORT,B2,noun,"arts and media, communication"
-,straight,HONEST,B2,adjective,communication
-,straight,LEVEL,B2,adjective,describing things
-,sit up/stand up straight,-,B2,phrase,body and health
-,come/get straight to the point,-,B2,phrase,communication
-,straightforward,-,B2,adjective,-
-,strain,PRESSURE,B2,noun,-
-,strain,WORRY,B2,noun,people: personality
-,strain,INJURE,B2,verb,"body and health, people: actions"
-,strangely,-,B2,adverb,-
-,strategy,-,B2,noun,-
-,a stream of sth,-,B2,phrase,-
-,strength,STRONG,B2,noun,people: appearance
-,strengthen,-,B2,verb,people: appearance
-,stress,PRONUNCIATION,B2,noun,communication
-,stress,EMPHASIZE,B2,verb,communication
-,stress,PRONOUNCE,B2,verb,communication
-,stretch,MAKE BIGGER,B2,verb,people: actions
-,stretch,BODY,B2,verb,people: actions
-,strict,RULE,B2,adjective,crime
-,strict,BEHAVIOUR,B2,adjective,people: personality
-,strictly,EXACTLY,B2,adverb,-
-,strictly forbidden/prohibited,-,B2,phrase,-
-,strike,THINK,B2,verb,-
-,what struck me/the first thing that struck me...,-,B2,phrase,-
-,strike,STOP WORK,B2,verb,work
-,striking,-,B2,adjective,-
-,string,ROPE,B2,noun,-
-,string,MUSICAL INSTRUMENT,B2,noun,arts and media
-,stroke,ILLNESS,B2,noun,body and health
-,stroke,-,B2,verb,people: actions
-,strong,GOOD QUALITY,B2,adjective,describing things
-,strong,PERSONALITY,B2,adjective,people: personality
-,strong,DETERMINED,B2,adjective,people: personality
-,strongly,-,B2,adverb,communication
-,structure,WAY PARTS ARE ARRANGED,B2,noun,buildings
-,struggle,TRY HARD,B2,verb,people: actions
-,struggle,FIGHT,B2,verb,people: actions
-,struggle,EFFORT,B2,noun,people: actions
-,struggle,FIGHT,B2,noun,people: actions
-,stubborn,-,B2,adjective,people: personality
-,stuck,NOT MOVE,B2,adjective,-
-,studio,ART,B2,noun,"arts and media, buildings"
-,study,LEARNING,B2,noun,"education, people: actions"
-,study,EXAMINING,B2,noun,people: actions
-,study,EXAMINE,B2,verb,education
-,study,LOOK AT,B2,verb,people: actions
-,stunning,-,B2,adjective,describing things
-,style,QUALITY,B2,noun,people: appearance
-,change the subject,-,B2,phrase,communication
-,submit,GIVE,B2,verb,"communication, people: actions"
-,substance,MATERIAL,B2,noun,-
-,substantial,-,B2,adjective,describing things
-,substitute,-,B2,verb,people: actions
-,substitute,-,B2,noun,-
-,suburb,-,B2,noun,natural world
-,subway,-,B2,noun,travel
-,successful,WORK,B2,adjective,-
-,successful,POPULAR,B2,adjective,-
-,successfully,-,B2,adverb,-
-,no such thing,-,B2,phrase,-
-,such,REFER TO PERSON/THING,B2,determiner,-
-, all of a sudden,-,B2,phrase,-
-,sudden,-,B2,adjective,-
-,suffer,FEEL PAIN,B2,verb,"body and health, people: personality"
-,suffer,EXPERIENCE,B2,verb,people: personality
-,suffering,-,B2,noun,"body and health, people: personality"
-,sufficient,-,B2,adjective,describing things
-,suffix,-,B2,noun,-
-,suggest,SEEM TRUE,B2,verb,-
-,suicide,-,B2,noun,-
-,suit,LOOK ATTRACTIVE,B2,verb,"clothes, people: appearance"
-,suit,BE RIGHT,B2,verb,-
-,suitably,-,B2,adverb,-
-,sum up (sth/sb) or sum (sth/sb) up,-,B2,phrasal verb,communication
-,summary,-,B2,noun,communication
-,sunlight,-,B2,noun,natural world
-,superb,-,B2,adjective,describing things
-,supernatural,-,B2,adjective,-
-,supervise,-,B2,verb,people: actions
-,the supernatural,-,B2,phrase,-
-,supplier,-,B2,noun,shopping
-,supply,-,B2,noun,-
-,supply,-,B2,verb,people: actions
-,support,AGREE,B2,verb,communication
-,support,ENCOURAGE,B2,verb,people: actions
-,support,AGREEMENT,B2,noun,communication
-,support,MONEY,B2,noun,money
-,supporter,"OF IDEA/PERSON, ETC.",B2,noun,-
-,be supposed to be sth,-,B2,phrase,-
-,be supposed to be sth,-,B2,phrase,-
-,be supposed to do sth,-,B2,phrase,-
-,be sure of sth ,-,B2,phrase,people: personality
-,be sure of yourself ,-,B2,phrase,people: personality
-,surely,LIKELY,B2,adverb,communication
-,surely,EXPRESS SURPRISE,B2,adverb,communication
-,surface,TOP,B2,noun,-
-,surface,PERSON,B2,noun,-
-,surgery,PLACE,B2,noun,"body and health, buildings"
-,surgery,OPERATION,B2,noun,body and health
-,surprise,FEELING,B2,noun,people: personality
-,surrounding,-,B2,adjective,-
-,surroundings,-,B2,noun,-
-,survey,-,B2,noun,communication
-,survival,-,B2,noun,-
-,survivor,-,B2,noun,-
-,survive,-,B2,verb,-
-,suspect,THINK LIKELY,B2,verb,-
-,suspect,THINK GUILTY,B2,verb,crime
-,suspect,-,B2,noun,crime
-,suspend,NOT ALLOW,B2,verb,"education, people: actions"
-,suspicion,BELIEF,B2,noun,-
-,suspicious,NOT TRUSTING,B2,adjective,people: personality
-,suspicious,SEEMING WRONG,B2,adjective,crime
-,suspiciously,-,B2,adverb,-
-,swallow,EAT,B2,verb,"food and drink, people: actions"
-,swan,-,B2,noun,animals
-,swear,RUDE WORDS,B2,verb,communication
-,swear,PROMISE,B2,verb,communication
-,sweat,-,B2,noun,body and health
-,sweat,-,B2,verb,body and health
-,sweep,CLEAN,B2,verb,people: actions
-,"be/get swept along/away, etc.",-,B2,phrase,-
-,swing,-,B2,noun,shopping
-,swing,-,B2,verb,people: actions
-,switch,-,B2,verb,people: actions
-,swollen,-,B2,adjective,body and health
-,sword,-,B2,noun,-
-,syllable,-,B2,noun,communication
-,symbol,-,B2,noun,communication
-,sympathetic,PROBLEMS,B2,adjective,people: personality
-,sympathy,CARING,B2,noun,people: personality
-,symptom,ILLNESS,B2,noun,body and health
-,system,METHOD,B2,noun,-
-,tabloid,-,B2,noun,arts and media
-,tabloid,-,B2,adjective,arts and media
-,tackle,DEAL WITH,B2,verb,people: actions
-,tackle,SPORT,B2,verb,"people: actions, shopping"
-,tail,ANIMAL,B2,noun,animals
-,"take milk/sugar, etc.",-,B2,phrase,food and drink
-,take,REMOVE NUMBER,B2,verb,people: actions
-,take,GRAMMAR,B2,verb,-
-,can't take sth,-,B2,phrase,people: personality
-,take sth/sb seriously,-,B2,phrase,people: personality
-,take account of sth,-,B2,phrase,-
-,"take pleasure/pride/an interest, etc.",-,B2,phrase,people: personality
-,take advantage of sb/sth ,-,B2,phrase,-
-,take your breath away,-,B2,phrase,people: personality
-,take into account sth,-,B2,phrase,-
-,take charge,-,B2,phrase,people: actions
-,take control,-,B2,phrase,"people: actions, politics"
-,take a deep breath,-,B2,phrase,"body and health, people: actions"
-,take sb's word for it,-,B2,phrase,communication
-,take it for granted,-,B2,phrase,-
-,take sb/sth for granted,-,B2,phrase,-
-,take sb's place,-,B2,phrase,people: actions
-,take the/this opportunity to do sth,-,B2,phrase,-
-,take after sb,-,B2,phrasal verb,relationships
-,take sb around/round (sth/swh) ,-,B2,phrasal verb,people: actions
-,take away sth or take sth away,REMOVE,B2,phrasal verb,people: actions
-,take away sth or take sth away,NUMBERS,B2,phrasal verb,people: actions
-,take down sth or take sth down,-,B2,phrasal verb,people: actions
-,be taken in,-,B2,phrasal verb,-
-,take off sth or take sth off,NOT WORK,B2,phrasal verb,work
-,take off,SUCCEED,B2,phrasal verb,-
-,take on sb or take sb on,-,B2,phrasal verb,"people: actions, work"
-,take out sth or take sth out,MONEY,B2,phrasal verb,"money, people: actions"
-,take over (sth) or take (sth) over,-,B2,phrasal verb,"people: actions, work"
-,take up sth or take sth up,FILL,B2,phrasal verb,-
-,tale,-,B2,noun,communication
-,talk,DISCUSS,B2,verb,communication
-,talk,LECTURE,B2,verb,communication
-,talk sb into sth/doing sth,-,B2,phrasal verb,communication
-,talk over sth or talk sth over,-,B2,phrasal verb,communication
-,talk,TO GROUP,B2,noun,communication
-,tan,-,B2,noun,people: appearance
-,tap,KNOCK,B2,noun,people: actions
-,tap,-,B2,verb,people: actions
-,target,OBJECT/PERSON SHOT AT,B2,noun,shopping
-,target,AIM,B2,noun,-
-,task,-,B2,noun,"people: actions, work"
-,taste,WHAT YOU LIKE,B2,noun,people: personality
-,taste,SHORT EXPERIENCE,B2,noun,-
-,taste,ABILITY,B2,noun,"food and drink, people: actions"
-,teaspoon,-,B2,noun,food and drink
-,tease,-,B2,verb,communication
-,technical,SCIENCE/INDUSTRY,B2,adjective,technology
-,technical,PRACTICAL SKILL,B2,adjective,people: personality
-,technological,-,B2,adjective,technology
