Root,Serial,Word,Guideword,Level,Part of Speech,Topic
-,-,(by) itself,-,B1,phrase,-
-,-,join in (sth) ,-,B1,phrasal verb,people: actions
-,-,You must be joking!/ You're joking!,-,B1,phrase,communication
-,-,"jump in/into/up, etc.",-,B1,phrase,people: actions
-,-,just about,-,B1,phrase,describing things
-,-,be just about to do sth ,-,B1,phrase,-
-,-,"just as bad/good/tall/clever, etc. (as sb/sth)",-,B1,phrase,describing things
-,-,"just before/over/under, etc.",-,B1,phrase,-
-,-,keep doing sth,-,B1,phrase,people: actions
-,-,keep in touch,-,B1,phrase,communication
-,-,keep a/sth secret,-,B1,phrase,communication
-,-,keep sb in,-,B1,phrasal verb,people: actions
-,-,keep (sb/sth) off sth ,-,B1,phrasal verb,-
-,-,keep on doing sth,-,B1,phrasal verb,people: actions
-,-,keep (sb/sth) out,-,B1,phrasal verb,-
-,-,keep up sth or keep sth up,-,B1,phrasal verb,people: actions
-,-,that kind of thing,-,B1,phrase,-
-,-,some kind of,-,B1,phrase,-
-,-,knock sb down,-,B1,phrasal verb,people: actions
-,-,you know,-,B1,phrase,communication
-,-,get to know sb/sth ,-,B1,phrase,relationships
-,-,I know,-,B1,phrase,-
-,-,as you know,-,B1,phrase,-
-,-,be known as sth,-,B1,phrase,-
-,-,lack of sth ,-,B1,phrase,-
-,-,at (long) last,-,B1,phrase,-
-,-,later on,-,B1,phrase,-
-,-,laugh at sb/sth ,-,B1,phrasal verb,people: actions
-,-,lay the table,-,B1,phrase,"food and drink, people: actions"
-,-,at least,-,B1,phrase,communication
-,-,at least,-,B1,phrase,communication
-,-,leave behind sb/sth or leave sb/sth behind,-,B1,phrasal verb,people: actions
-,-,a/sb's way of life,-,B1,phrase,-
-,-,"family/private/sex, etc. life",-,B1,phrase,-
-,-,likes and dislikes,-,B1,phrase,people: personality
-,-,a little sth,-,B1,phrase,describing things
-,-,a load/loads,-,B1,phrase,describing things
-,-,be located in/near/on/etc.,-,B1,phrase,-
-,-,all day long,-,B1,phrase,-
-,-,as/so long as,-,B1,phrase,communication
-,-,no longer,-,B1,phrase,-
-,-,look like,-,B1,phrase,-
-,-,it looks like/as if,-,B1,phrase,-
-,-,look around/round (swh) ,-,B1,phrasal verb,people: actions
-,-,look forward to sth/doing sth ,HAPPY,B1,phrasal verb,people: personality
-,-,Look out!,-,B1,phrasal verb,communication
-,-,look up sth or look sth up,-,B1,phrasal verb,communication
-,-,out loud,-,B1,phrase,communication
-,-,"a book/cat/dog, etc. lover",-,B1,phrase,people: personality
-,-,be mad about sb/sth,-,B1,phrase,people: personality
-,-,make sb do sth ,-,B1,phrase,people: actions
-,-,make up your mind or make your mind up,-,B1,phrase,-
-,-,make a face,-,B1,phrase,"communication, people: actions"
-,-,make friends (with sb),-,B1,phrase,relationships
-,-,have been meaning to do sth,-,B1,phrase,-
-,-,be in the middle of (doing) sth,-,B1,phrase,-
-,-,the middle,-,B1,phrase,-
-,-,change your mind,-,B1,phrase,people: actions
-,-,make up your mind or make your mind up,-,B1,phrase,people: actions
-,-,Would you mind...?,-,B1,phrase,communication
-,-,wait a minute,-,B1,phrase,communication
-,-,miss a chance/opportunity,-,B1,phrase,-
-,-,by mistake,-,B1,phrase,-
-,-,wait a moment,-,B1,phrase,communication
-,-,once more,-,B1,phrase,-
-,-,in the morning,-,B1,phrase,-
-,-,"2/3/4, etc. o'clock in the morning",-,B1,phrase,-
-,-,move house,-,B1,phrase,"buildings, people: actions"
-,-,move in,-,B1,phrasal verb,"buildings, people: actions"
-,-,move out,-,B1,phrasal verb,"buildings, people: actions"
-,-,the news,-,B1,phrase,arts and media
-,-,nice and sth,-,B1,phrase,-
-,-,no ... than,-,B1,phrase,communication
-,-,no way,-,B1,phrase,communication
-,-,not at all,-,B1,phrase,communication
-,-,believe it or not,-,B1,phrase,-
-,-,not even,-,B1,phrase,-
-,-,of course,-,B1,phrase,communication
-,-,Oh my God!,-,B1,phrase,communication
-,-,on sale,-,B1,phrase,shopping
-,-,on board,-,B1,phrase,travel
-,-,on fire,-,B1,phrase,-
-,-,on time,-,B1,phrase,-
-,-,on purpose,-,B1,phrase,-
-,-,on display,-,B1,phrase,arts and media
-,-,on the whole,-,B1,phrase,communication
-,-,(all) on your own,-,B1,phrase,-
-,-,(all) on your own,-,B1,phrase,-
-,-,once again,-,B1,phrase,-
-,-,once more,-,B1,phrase,-
-,-,at once,-,B1,phrase,-
-,-,once upon a time,-,B1,phrase,communication
-,-,one another,-,B1,phrase,-
-,-,one or two,-,B1,phrase,describing things
-,-,one day,-,B1,phrase,-
-,-,if only,-,B1,phrase,-
-,-,or so,-,B1,phrase,describing things
-,-,in order (for sb/sth) to do sth,-,B1,phrase,-
-,-,out of order,-,B1,phrase,technology
-,-,the other side/end (of sth),-,B1,phrase,-
-,-,"the other day/week, etc.",-,B1,phrase,-
-,-,others,-,B1,phrase,-
-,-,out loud,-,B1,phrase,communication
-,-,out of order,-,B1,phrase,technology
-,-,out of date,-,B1,phrase,-
-,-,out of work,-,B1,phrase,work
-,-,all over somewhere ,-,B1,phrase,-
-,-,over here/there ,-,B1,phrase,describing things
-,-,of your own,-,B1,phrase,-
-,-,(all) on your own,-,B1,phrase,-
-,-,(all) on your own,-,B1,phrase,-
-,-,take part,-,B1,phrase,people: actions
-,-,in particular,-,B1,phrase,communication
-,-,"pass over/through, etc.",-,B1,phrase,people: actions
-,-,pass on sth or pass sth on,TELL,B1,phrasal verb,communication
-,-,pass on sth or pass sth on,GIVE,B1,phrasal verb,people: actions
-,-,the passive,-,B1,phrase,-
-,-,the past,-,B1,phrase,-
-,-,sb's past,-,B1,phrase,-
-,-,pay attention (to sth),-,B1,phrase,people: actions
-,-,pay back sb/sth or pay sb/sth back,-,B1,phrasal verb,money
-,-,take place,-,B1,phrase,-
-,-,"in first/second/third, etc. place",-,B1,phrase,shopping
-,-,prepare yourself,-,B1,phrase,-
-,-,the present,-,B1,phrase,-
-,-,at present,-,B1,phrase,-
-,-,the public,-,B1,phrase,-
-,-,pull sth off/out/up,-,B1,phrase,people: actions
-,-,on purpose,-,B1,phrase,-
-,-,put away sth or put sth away,-,B1,phrasal verb,people: actions
-,-,put back sth or put sth back,-,B1,phrasal verb,people: actions
-,-,put down sb/sth or put sb/sth down,-,B1,phrasal verb,people: actions
-,-,put down sth or put sth down,-,B1,phrasal verb,"communication, people: actions"
-,-,put off sth/doing sth or put sth off,-,B1,phrasal verb,people: actions
-,-,put on sth or put sth on,EQUIPMENT,B1,phrasal verb,"people: actions, technology"
-,-,put on sth or put sth on,WEIGHT,B1,phrasal verb,people: appearance
-,-,put out sth or put sth out,-,B1,phrasal verb,people: actions
-,-,put sb through,-,B1,phrasal verb,"communication, people: actions"
-,-,put up sth or put sth up,SPREAD,B1,phrasal verb,people: actions
-,-,put up sth or put sth up,RAISE,B1,phrasal verb,people: actions
-,-,put up sth or put sth up,MONEY,B1,phrasal verb,shopping
-,-,quite a bit,-,B1,phrase,describing things
-,-,quite a while,-,B1,phrase,-
-,-,would rather,-,B1,phrase,people: personality
-,-,rather than,-,B1,phrase,-
-,-,not really,-,B1,phrase,communication
-,-,reasonably priced,-,B1,phrase,"money, shopping"
-,-,regards,-,B1,phrase,communication
-,-,"remain calm/open, etc. ",-,B1,phrase,-
-,-,remind sb of sth/sb ,-,B1,phrasal verb,-
-,-,be responsible for sb/sth/doing sth ,-,B1,phrase,work
-,-,get rid of sth,-,B1,phrase,people: actions
-,-,right away/now/after,-,B1,phrase,-
-,-,ring sb back,-,B1,phrasal verb,"communication, people: actions"
-,-,ring (sb) up or ring up (sb),-,B1,phrasal verb,"communication, people: actions"
-,-,run out,USE ALL,B1,phrasal verb,-
-,-,on sale,-,B1,phrase,shopping
-,-,at the same time,-,B1,phrase,-
-,-,the same,-,B1,phrase,-
-,-,"seem happy/a nice person, etc. ",-,B1,phrase,people: personality
-,-,"seem like/as if/to, etc.",-,B1,phrase,-
-,-,send sth back or send back sth,-,B1,phrasal verb,"people: actions, shopping"
-,-,a sense of humour,-,B1,phrase,people: personality
-,-,set a date/time (for sth),-,B1,phrase,people: actions
-,-,set off,-,B1,phrasal verb,travel
-,-,set out,JOURNEY,B1,phrasal verb,travel
-,-,set up sth or set sth up,ORGANIZATION,B1,phrasal verb,"people: actions, work"
-,-,shake hands,-,B1,phrase,"communication, people: actions"
-,-,I/we shall...,-,B1,phrase,communication
-,-,be short of sth,-,B1,phrase,describing things
-,-,shortly afterwards; shortly after/before sth ,-,B1,phrase,-
-,-,show sb what to do/how to do sth,-,B1,phrase,"education, people: actions"
-,-,show sb around/round,-,B1,phrasal verb,people: actions
-,-,show up,-,B1,phrasal verb,"people: actions, travel"
-,-,shut (sth) down or shut down (sth),-,B1,phrasal verb,"people: actions, technology"
-,-,be sick,-,B1,phrase,"body and health, work"
-,-,the sights,-,B1,phrase,travel
-,-,sign up,-,B1,phrasal verb,people: actions
-,-,Yours sincerely,-,B1,phrase,communication
-,-,single parent,-,B1,phrase,relationships
-,-,single ticket,-,B1,phrase,travel
-,-,every single,-,B1,phrase,-
-,-,"be situated in/on/by, etc.",-,B1,phrase,-
-,-,get/go to sleep,-,B1,phrase,people: actions
-,-,"smell of/like; smell delicious/horrible, etc.",-,B1,phrase,-
-,-,"so did we/so have I/so is mine, etc.",-,B1,phrase,-
-,-,so far,-,B1,phrase,-
-,-,or so,-,B1,phrase,describing things
-,-,so (that),-,B1,phrase,-
-,-,as soon as,-,B1,phrase,-
-,-,feel sorry for,-,B1,phrase,people: personality
-,-,that sort of thing,-,B1,phrase,-
-,-,sound like/as if/as though,-,B1,phrase,-
-,-,sparkling water/wine,-,B1,phrase,food and drink
-,-,speak about/of sth,-,B1,phrase,-
-,-,special offer,-,B1,phrase,"money, shopping"
-,-,in spite of sth ,-,B1,phrase,-
-,-,split up,-,B1,phrasal verb,"people: actions, relationships"
-,-,can't stand sb/sth,-,B1,phrase,people: personality
-,-,start (sth) off or start off(sth),-,B1,phrasal verb,people: actions
-,-,stay in,-,B1,phrasal verb,-
-,-,stay behind,-,B1,phrasal verb,people: actions
-,-,step on/in sth,-,B1,phrase,people: actions
-,-,"step back/forward/over, etc.",-,B1,phrase,people: actions
-,-,"walking/hockey, etc. stick",-,B1,phrase,shopping
-,-,straight away,-,B1,phrase,-
-,-,suffer from sth,-,B1,phrase,body and health
-,-,I suppose (so),-,B1,phrase,communication
-,-,be supposed to do sth,-,B1,phrase,-
-,-,for sure,-,B1,phrase,-
-,-,switch off sth or switch sth off,-,B1,phrasal verb,"people: actions, technology"
-,-,switch on sth or switch sth on,-,B1,phrasal verb,"people: actions, technology"
-,-,lay the table,-,B1,phrase,"food and drink, people: actions"
-,-,take care of sb/sth ,-,B1,phrase,body and health
-,-,take part,-,B1,phrase,people: actions
-,-,"take a break/rest, etc.",-,B1,phrase,-
-,-,take place,-,B1,phrase,-
-,-,take it/things easy,-,B1,phrase,people: actions
-,-,take advantage of sth ,-,B1,phrase,-
-,-,take away sth or take sth away,FOOD,B1,phrasal verb,"food and drink, people: actions"
-,-,take back sth or take sth back,-,B1,phrasal verb,"people: actions, shopping"
-,-,take out sb or take sb out,-,B1,phrasal verb,people: actions
-,-,take out sth or take sth out,REMOVE,B1,phrasal verb,people: actions
-,-,take up sth or take sth up,START,B1,phrasal verb,people: actions
-,-,"taste good/bad/sweet, etc.",-,B1,phrase,food and drink
-,-,in tears,-,B1,phrase,people: personality
-,-,burst into tears,-,B1,phrase,"people: actions, people: personality"
-,-,I can't tell you how ...,-,B1,phrase,communication
-,-,tell sb how/what/when to do sth,-,B1,phrase,communication
-,-,thank God,-,B1,phrase,communication
-,-,that sort of thing,-,B1,phrase,-
-,-,that's it,-,B1,phrase,-
-,-,and all that,-,B1,phrase,-
-,-,a thing,-,B1,phrase,-
-,-,the same thing,-,B1,phrase,-
-,-,things,-,B1,phrase,-
-,-,things like that,-,B1,phrase,-
-,-,think of sth,-,B1,phrase,-
-,-,throw away/out sth or throw sth away/out,-,B1,phrasal verb,people: actions
-,-,tidy up (sth) or tidy (sth) up,-,B1,phrasal verb,people: actions
-,-,it's time,-,B1,phrase,-
-,-,on time,-,B1,phrase,-
-,-,in time,-,B1,phrase,-
-,-,"three/eight/nine, etc. times",-,B1,phrase,describing things
-,-,at the same time,-,B1,phrase,-
-,-,"in a day's/two months', etc. time",-,B1,phrase,-
-,-,once upon a time,-,B1,phrase,communication
-,-,tired of doing sth,-,B1,phrase,people: personality
-,-,too bad,-,B1,phrase,communication
-,-,"be/get/keep, etc. in touch",-,B1,phrase,communication
-,-,come true,-,B1,phrase,-
-,-,"Yours truly,",-,B1,phrase,communication
-,-,the truth,-,B1,phrase,-
-,-,the tube/the Tube,-,B1,phrase,travel
-,-,turn down sth or turn sth down ,-,B1,phrasal verb,people: actions
-,-,turn (sb/sth) into sb/sth ,-,B1,phrasal verb,-
-,-,turn up sth or turn sth up,-,B1,phrasal verb,"people: actions, technology"
-,-,be unable to do sth ,-,B1,phrase,people: personality
-,-,the universe,-,B1,phrase,natural world
-,-,not until,-,B1,phrase,-
-,-,not until,-,B1,phrase,-
-,-,"go/walk, etc. up to sb/sth",-,B1,phrase,people: actions
-,-,be up to sb,-,B1,phrase,-
-,-,be up to sth,-,B1,phrase,people: actions
-,-,"up to/until/till, etc.",-,B1,phrase,-
-,-,"up to 10, 20, etc.",-,B1,phrase,-
-,-,once upon a time,-,B1,phrase,communication
-,-,get/become used to sb/sth/doing sth,-,B1,phrase,people: personality
-,-, be used to sb/sth/doing sth ,-,B1,phrase,people: personality
-,-,used to do/be sth,-,B1,phrase,-
-,-,good value (for money),-,B1,phrase,"money, shopping"
-,-,keep sb waiting,-,B1,phrase,people: actions
-,-,wait a minute/moment,-,B1,phrase,communication
-,-,walk the dog,-,B1,phrase,people: actions
-,-,walk sb home/to sth,-,B1,phrase,people: actions
-,-,a/sb's way of life,-,B1,phrase,-
-,-,no way,-,B1,phrase,communication
-,-,either way,-,B1,phrase,-
-,-,wear (sth) out or wear out (sth),-,B1,phrasal verb,people: actions
-,-,be welcome to do sth,-,B1,phrase,communication
-,-,all is well,-,B1,phrase,-
-,-,Oh well,-,B1,phrase,communication
-,-,What if ...?,-,B1,phrase,communication
-,-,What about ...?,-,B1,phrase,communication
-,-,What's up?,-,B1,phrase,-
-,-,whether... or,-,B1,phrase,communication
-,-,a while,-,B1,phrase,-
-,-,quite a while,-,B1,phrase,-
-,-,on the whole,-,B1,phrase,work
-,-,the whole of sth ,-,B1,phrase,describing things
-,-,why not?,-,B1,phrase,communication
-,-,"5 miles/10 metres, etc. wide",-,B1,phrase,-
-,-,"a wide range/selection/variety, etc.",-,B1,phrase,describing things
-,-,be willing (to do sth),-,B1,phrase,people: personality
-,-,wish (that),-,B1,phrase,people: personality
-,-,"wish sb luck/success, etc.",-,B1,phrase,communication
-,-,without delay,-,B1,phrase,-
-,-,"not believe/understand/hear/say, etc. a word",-,B1,phrase,communication
-,-,work out,EXERCISE,B1,phrasal verb,"people: actions, shopping"
-,-,"a quick/slow/good, etc. worker",-,B1,phrase,work
-,-,get worse,-,B1,phrase,describing things
-,-,be worth,-,B1,phrase,money
-,-,be worth sth/doing sth,-,B1,phrase,-
-,-,be worth it,-,B1,phrase,-
-,-,Would you mind...?,-,B1,phrase,communication
-,-,would rather,-,B1,phrase,people: personality
-,-,wrap sth up or wrap up sth,-,B1,phrasal verb,people: actions
-,-,write sth down or write down sth,-,B1,phrasal verb,"communication, people: actions"
-,-,get sth wrong,-,B1,phrase,-
-,-,go wrong,-,B1,phrase,-
-,-,for years,-,B1,phrase,-
-,-,Yours sincerely,-,B1,phrase,communication
-,-,be absorbed in sth,-,B2,phrase,-
-,-,accept responsibility/blame,-,B2,phrase,-
-,-,take account of sth,-,B2,phrase,-
-,-,take into account sth,-,B2,phrase,-
-,-,on account of sth,-,B2,phrase,-
-,-,act as sth ,-,B2,phrasal verb,work
-,-,in actual fact,-,B2,phrase,communication
-,-,add to sth,-,B2,phrasal verb,-
-,-,take advantage of sb/sth ,-,B2,phrase,-
-,-,yet again,-,B2,phrase,-
-,-,all over again,-,B2,phrase,-
-,-,against the law,-,B2,phrase,crime
-,-,agree with sth,-,B2,phrasal verb,-
-,-,be aimed at sb,-,B2,phrase,-
-,-,the air,-,B2,phrase,-
-,-,in all,-,B2,phrase,-
-,-,all over again,-,B2,phrase,-
-,-, all of a sudden,-,B2,phrase,-
-,-, all along,-,B2,phrase,-
-,-, all in all,-,B2,phrase,communication
-,-,all over the place,-,B2,phrase,-
-,-,leave sb alone,-,B2,phrase,-
-,-, all along,-,B2,phrase,-
-,-,along with sb/sth,-,B2,phrase,-
-,-,among other things,-,B2,phrase,communication
-,-,"among the best/worst/biggest, etc.",-,B2,phrase,-
-,-,keep sb amused,-,B2,phrase,-
-,-,anything like,-,B2,phrase,-
-,-,or anything,-,B2,phrase,-
-,-,not/never get anywhere,-,B2,phrase,-
-,-,it appears (that),-,B2,phrase,-
-,-,would appreciate,-,B2,phrase,communication
-,-,I/We appreciate...,-,B2,phrase,communication
-,-,be around,-,B2,phrase,-
-,-,arts,-,B2,phrase,arts and media
-,-,as for,-,B2,phrase,communication
-,-,as a result of sth,-,B2,phrase,-
-,-,as a whole,-,B2,phrase,-
-,-,as a matter of fact,-,B2,phrase,communication
-,-,as follows,-,B2,phrase,communication
-,-,as if/as though,-,B2,phrase,-
-,-,as far as sth is concerned,-,B2,phrase,-
-,-,as far as sb is concerned,-,B2,phrase,-
-,-,as far as I know,-,B2,phrase,communication
-,-,be ashamed of sb,-,B2,phrase,people: personality
-,-,aside from sth,-,B2,phrase,communication
-,-,Don't ask!,-,B2,phrase,communication
-,-,Don't ask me,-,B2,phrase,communication
-,-,be associated with sth,-,B2,phrase,-
-,-,at least,-,B2,phrase,communication
-,-,at all costs,-,B2,phrase,-
-,-,at fault,-,B2,phrase,-
-,-,at sb's disposal,-,B2,phrase,-
-,-,at risk,-,B2,phrase,-
-,-,the atmosphere,-,B2,phrase,natural world
-,-,attract/get (sb's) attention,-,B2,phrase,-
-,-,draw (sb's) attention to sth/sb,-,B2,phrase,-
-,-,be attracted to sb,-,B2,phrase,"people: personality, relationships"
-,-,on average,-,B2,phrase,describing things
-,-,avoid doing sth,-,B2,phrase,people: actions
-,-,an awful lot (of sth),-,B2,phrase,describing things
-,-,back up sb or back sb up,SUPPORT,B2,phrasal verb,people: actions
-,-,back up (sth) or back (sth) up,-,B2,phrasal verb,"people: actions, technology"
-,-,on balance,-,B2,phrase,communication
-,-,a balanced diet/meal,-,B2,phrase,"describing things, food and drink"
-,-,behind bars,-,B2,phrase,-
-,-,be based at/in/etc.,-,B2,phrase,-
-,-,the basics,-,B2,phrase,communication
-,-,"on a daily/monthly/regular, etc. basis",-,B2,phrase,-
-,-,bear (sb/sth) in mind,-,B2,phrase,-
-,-,beat up sb or beat sb up,-,B2,phrasal verb,people: actions
-,-,to begin with,GIVE REASON,B2,phrase,communication
-,-,on behalf of sb or on sb's behalf,-,B2,phrase,-
-,-,behind bars,-,B2,phrase,-
-,-,believe in sth/doing sth ,-,B2,phrasal verb,people: personality
-,-,make the best of sth,-,B2,phrase,-
-,-,"beyond my/our, etc. control",-,B2,phrase,-
-,-,give birth,-,B2,phrase,body and health
-,-,"American/Italian, etc. by birth",-,B2,phrase,-
-,-,a bit,-,B2,phrase,-
-,-,go blank,-,B2,phrase,-
-,-,blow up sth or blow sth up,-,B2,phrasal verb,people: actions
-,-,can't be bothered,-,B2,phrase,-
-,-,"bounce along/around/into, etc.",-,B2,phrase,people: actions
-,-, bound to do sth,-,B2,phrase,-
-,-,"break an agreement/promise, etc.",-,B2,phrase,-
-,-,break a record,-,B2,phrase,people: actions
-,-,break the law,-,B2,phrase,crime
-,-,break the ice,IDIOM,B2,phrase,-
-,-,break sb's heart,IDIOM,B2,phrase,"people: personality, relationships"
-,-,break off (sth) or break (sth) off,-,B2,phrasal verb,-
-,-,break out,-,B2,phrasal verb,-
-,-,break through sth,-,B2,phrasal verb,people: actions
-,-,be out of breath,-,B2,phrase,body and health
-,-,hold your breath,-,B2,phrase,body and health
-,-,take your breath away,IDIOM,B2,phrase,people: personality
-,-,take a deep breath,-,B2,phrase,"body and health, people: actions"
-,-,in brief,-,B2,phrase,communication
-,-,bring out sth or bring sth out,-,B2,phrasal verb,shopping
-,-,bring up sth or bring sth up,-,B2,phrasal verb,communication
-,-,a broken heart,-,B2,phrase,"people: personality, relationships"
-,-,bump against/into sth,-,B2,phrase,people: actions
-,-,burn down (sth) or burn (sth) down,-,B2,phrasal verb,-
-,-,burn out,-,B2,phrasal verb,body and health
-,-,burn up sth or burn sth up,-,B2,phrasal verb,-
-,-,burst into sth ,ENTER SUDDENLY,B2,phrasal verb,people: actions
-,-,burst into sth ,MAKE A NOISE,B2,phrasal verb,-
