Root,Serial,Level,Part of Speech,addition,Explaination,ExplainationE,ExplainationC
3831,02-3831-08-1,A2,noun,-,,-,-
3832,02-3832-11-1,A2,pronoun,-,,-,-
3833,02-3833-08-1,A2,noun,-,,-,-
3841,02-3841-08-1,A2,noun,-,,-,-
3845,02-3845-02-1,A2,adverb,-,,-,-
3852,02-3852-08-1,A2,noun,-,,-,-
3884,02-3884-08-1,A2,noun,-,,-,-
3893,02-3893-10-1,A2,preposition,-,,-,-
3893,02-3893-10-2,A2,preposition,-,,-,-
3893,02-3893-10-3,A2,preposition,-,,-,-
3894,02-3894-02-1,A2,adverb,-,,-,-
3894,02-3894-02-2,A2,adverb,-,,-,-
3894,02-3894-02-3,A2,adverb,-,,-,-
3900,02-3900-12-1,A2,verb,-,,-,-
3900,02-3900-08-2,A2,noun,-,,-,-
3901,02-3901-08-1,A2,noun,-,,-,-
3901,02-3901-08-2,A2,noun,-,,-,-
3909,02-3909-08-1,A2,noun,-,,-,-
0032,02-0032-06-1,A2,exclamation,-,,-,-
0032,02-0032-06-2,A2,exclamation,-,,-,-
0032,02-0032-01-3,A2,adjective,-,,-,-
0032,02-0032-01-4,A2,adjective,-,,-,-
0032,02-0032-02-5,A2,adverb,-,,-,-
3910,02-3910-01-1,A2,adjective,-,,-,-
3913,02-3913-08-1,A2,noun,-,,-,-
3916,02-3916-10-1,A2,preposition,-,,-,-
3916,02-3916-10-2,A2,preposition,-,,-,-
3916,02-3916-10-3,A2,preposition,-,,-,-
3916,02-3916-10-4,A2,preposition,-,,-,-
3916,02-3916-10-5,A2,preposition,-,,-,-
3916,02-3916-02-6,A2,adverb,-,,-,-
3917,02-3917-02-1,A2,adverb,-,,-,-
3918,02-3918-11-1,A2,pronoun,-,,-,-
3918,02-3918-05-2,A2,determiner,-,,-,-
3921,02-3921-08-1,A2,noun,-,,-,-
3922,02-3922-01-1,A2,adjective,-,,-,-
3922,02-3922-02-2,A2,adverb,-,,-,-
3923,02-3923-02-1,A2,adverb,-,,-,-
3925,02-3925-01-1,A2,adjective,-,,-,-
3925,02-3925-12-2,A2,verb,-,,-,-
3925,02-3925-12-3,A2,verb,-,,-,-
3930,02-3930-08-1,A2,noun,-,,-,-
3938,02-3938-10-1,A2,preposition,-,,-,-
3946,02-3946-04-1,A2,conjunction,-,,-,-
3948,02-3948-08-1,A2,noun,-,,-,-
3952,02-3952-08-1,A2,noun,-,,-,-
3952,02-3952-12-2,A2,verb,-,,-,-
3967,02-3967-05-1,A2,determiner,-,,-,-
3967,02-3967-11-2,A2,pronoun,-,,-,-
3971,02-3971-11-1,A2,pronoun,-,,-,-
3972,02-3972-11-1,A2,pronoun,-,,-,-
3973,02-3973-02-1,A2,adverb,-,,-,-
3973,02-3973-02-2,A2,adverb,-,,-,-
3974,02-3974-10-1,A2,preposition,-,,-,-
3990,02-3990-10-1,A2,preposition,-,,-,-
3990,02-3990-02-2,A2,adverb,-,,-,-
3996,02-3996-10-1,A2,preposition,-,,-,-
3996,02-3996-10-2,A2,preposition,-,,-,-
3996,02-3996-02-3,A2,adverb,-,,-,-
4022,02-4022-01-1,A2,adjective,-,,-,-
4029,02-4029-12-1,A2,verb,-,,-,-
4034,02-4034-08-1,A2,noun,-,,-,-
4035,02-4035-08-1,A2,noun,-,,-,-
4038,02-4038-08-1,A2,noun,-,,-,-
4037,02-4037-12-1,A2,verb,-,,-,-
4039,02-4039-08-1,A2,noun,-,,-,-
4039,02-4039-08-2,A2,noun,-,,-,-
4040,02-4040-08-1,A2,noun,-,,-,-
4040,02-4040-08-2,A2,noun,-,,-,-
4049,02-4049-08-1,A2,noun,-,,-,-
4061,02-4061-06-1,A2,exclamation,-,,-,-
4063,02-4063-12-1,A2,verb,-,,-,-
4077,02-4077-08-1,A2,noun,-,,-,-
4080,02-4080-12-1,A2,verb,-,,-,-
4082,02-4082-08-1,A2,noun,-,,-,-
4087,02-4087-08-1,A2,noun,-,,-,-
4089,02-4089-10-1,A2,preposition,-,,-,-
4090,02-4090-08-1,A2,noun,-,,-,-
4095,02-4095-08-1,A2,noun,-,,-,-
0034,02-0034-08-1,A2,noun,-,,-,-
4114,02-4114-08-1,A2,noun,-,,-,-
4124,02-4124-08-1,A2,noun,-,,-,-
4126,02-4126-08-1,A2,noun,-,,-,-
4132,02-4132-08-1,A2,noun,-,,-,-
4133,02-4133-10-1,A2,preposition,-,,-,-
4139,02-4139-01-1,A2,adjective,-,,-,-
4145,02-4145-08-1,A2,noun,-,,-,-
4146,02-4146-02-1,A2,adverb,-,,-,-
4169,02-4169-08-1,A2,noun,-,,-,-
4170,02-4170-08-1,A2,noun,-,,-,-
4183,02-4183-08-1,A2,noun,-,,-,-
4185,02-4185-08-1,A2,noun,-,,-,-
4184,02-4184-08-1,A2,noun,-,,-,-
4190,02-4190-08-1,A2,noun,-,,-,-
4191,02-4191-08-1,A2,noun,-,,-,-
4197,02-4197-08-1,A2,noun,-,,-,-
4197,02-4197-08-2,A2,noun,-,,-,-
4201,02-4201-08-1,A2,noun,-,,-,-
4202,02-4202-08-1,A2,noun,-,,-,-
4206,02-4206-01-1,A2,adjective,-,,-,-
4206,02-4206-08-2,A2,noun,-,,-,-
4217,02-4217-08-1,A2,noun,-,,-,-
4220,02-4220-08-1,A2,noun,-,,-,-
4225,02-4225-08-1,A2,noun,-,,-,-
4225,02-4225-01-2,A2,adjective,-,,-,-
4227,02-4227-08-1,A2,noun,-,,-,-
4229,02-4229-12-1,A2,verb,-,,-,-
4229,02-4229-12-2,A2,verb,-,,-,-
4229,02-4229-08-3,A2,noun,-,,-,-
4230,02-4230-08-1,A2,noun,-,,-,-
4230,02-4230-08-2,A2,noun,-,,-,-
4231,02-4231-08-1,A2,noun,-,,-,-
4234,02-4234-01-1,A2,adjective,-,,-,-
4237,02-4237-01-1,A2,adjective,-,,-,-
4248,02-4248-10-1,A2,preposition,-,,-,-
4247,02-4247-08-1,A2,noun,-,,-,-
4249,02-4249-08-1,A2,noun,-,,-,-
4255,02-4255-12-1,A2,verb,-,,-,-
4262,02-4262-08-1,A2,noun,-,,-,-
4265,02-4265-08-1,A2,noun,-,,-,-
4263,02-4263-08-1,A2,noun,-,,-,-
4264,02-4264-08-1,A2,noun,-,,-,-
4266,02-4266-08-1,A2,noun,-,,-,-
4268,02-4268-01-1,A2,adjective,-,,-,-
4280,02-4280-08-1,A2,noun,-,,-,-
4281,02-4281-01-1,A2,adjective,-,,-,-
4283,02-4283-08-1,A2,noun,-,,-,-
4284,02-4284-01-1,A2,adjective,-,,-,-
4304,02-4304-02-1,A2,adverb,-,,-,-
4305,02-4305-08-1,A2,noun,-,,-,-
4305,02-4305-08-2,A2,noun,-,,-,-
4305,02-4305-12-3,A2,verb,-,,-,-
4308,02-4308-08-1,A2,noun,-,,-,-
4309,02-4309-08-1,A2,noun,-,,-,-
4306,02-4306-08-1,A2,noun,-,,-,-
4318,02-4318-08-1,A2,noun,-,,-,-
4327,02-4327-08-1,A2,noun,-,,-,-
4333,02-4333-12-1,A2,verb,-,,-,-
4348,02-4348-12-1,A2,verb,-,,-,-
4361,02-4361-12-1,A2,verb,-,,-,-
4361,02-4361-12-2,A2,verb,-,,-,-
4367,02-4367-08-1,A2,noun,-,,-,-
4384,02-4384-01-1,A2,adjective,-,,-,-
4392,02-4392-08-1,A2,noun,-,,-,-
4406,02-4406-12-1,A2,verb,-,,-,-
4407,02-4407-08-1,A2,noun,-,,-,-
4418,02-4418-08-1,A2,noun,-,,-,-
4421,02-4421-02-1,A2,adverb,-,,-,-
4443,02-4443-08-1,A2,noun,-,,-,-
4444,02-4444-08-1,A2,noun,-,,-,-
4451,02-4451-08-1,A2,noun,-,,-,-
4508,02-4508-08-1,A2,noun,-,,-,-
4517,02-4517-12-1,A2,verb,-,,-,-
4525,02-4525-08-1,A2,noun,-,,-,-
4531,02-4531-01-1,A2,adjective,-,,-,-
4531,02-4531-08-2,A2,noun,-,,-,-
4533,02-4533-08-1,A2,noun,-,,-,-
4536,02-4536-12-1,A2,verb,-,,-,-
4538,02-4538-12-1,A2,verb,-,,-,-
4539,02-4539-08-1,A2,noun,-,,-,-
4550,02-4550-08-1,A2,noun,-,,-,-
4551,02-4551-08-1,A2,noun,-,,-,-
4554,02-4554-08-1,A2,noun,-,,-,-
4559,02-4559-01-1,A2,adjective,-,,-,-
4560,02-4560-02-1,A2,adverb,-,,-,-
4560,02-4560-02-2,A2,adverb,-,,-,-
4561,02-4561-01-1,A2,adjective,-,,-,-
4561,02-4561-01-2,A2,adjective,-,,-,-
4564,02-4564-02-1,A2,adverb,-,,-,-
4565,02-4565-08-1,A2,noun,-,,-,-
4568,02-4568-08-1,A2,noun,-,,-,-
4569,02-4569-08-1,A2,noun,-,,-,-
4574,02-4574-08-1,A2,noun,-,,-,-
4582,02-4582-08-1,A2,noun,-,,-,-
4585,02-4585-08-1,A2,noun,-,,-,-
4594,02-4594-08-1,A2,noun,-,,-,-
4602,02-4602-08-1,A2,noun,-,,-,-
4614,02-4614-12-1,A2,verb,-,,-,-
4621,02-4621-01-1,A2,adjective,-,,-,-
4622,02-4622-01-1,A2,adjective,-,,-,-
4622,02-4622-01-2,A2,adjective,-,,-,-
4628,02-4628-02-1,A2,adverb,-,,-,-
4632,02-4632-08-1,A2,noun,-,,-,-
4644,02-4644-08-1,A2,noun,-,,-,-
4645,02-4645-12-1,A2,verb,-,,-,-
4649,02-4649-08-1,A2,noun,-,,-,-
4666,02-4666-12-1,A2,verb,-,,-,-
4682,02-4682-01-1,A2,adjective,-,,-,-
4682,02-4682-01-2,A2,adjective,-,,-,-
4682,02-4682-08-3,A2,noun,-,,-,-
4773,02-4773-08-1,A2,noun,-,,-,-
4773,02-4773-12-2,A2,verb,-,,-,-
4773,02-4773-12-3,A2,verb,-,,-,-
4775,02-4775-12-1,A2,verb,-,,-,-
4777,02-4777-12-1,A2,verb,-,,-,-
4836,02-4836-08-1,A2,noun,-,,-,-
4860,02-4860-12-1,A2,verb,-,,-,-
4860,02-4860-12-2,A2,verb,-,,-,-
4885,02-4885-01-1,A2,adjective,-,,-,-
4891,02-4891-01-1,A2,adjective,-,,-,-
4891,02-4891-02-2,A2,adverb,-,,-,-
4891,02-4891-02-3,A2,adverb,-,,-,-
4891,02-4891-08-4,A2,noun,-,,-,-
4891,02-4891-06-5,A2,exclamation,-,,-,-
4892,02-4892-01-1,A2,adjective,-,,-,-
4896,02-4896-08-1,A2,noun,-,,-,-
4896,02-4896-12-2,A2,verb,-,,-,-
4910,02-4910-12-1,A2,verb,-,,-,-
4910,02-4910-01-2,A2,adjective,-,,-,-
4914,02-4914-08-1,A2,noun,-,,-,-
4922,02-4922-08-1,A2,noun,-,,-,-
4933,02-4933-10-1,A2,preposition,-,,-,-
4933,02-4933-02-2,A2,adverb,-,,-,-
4933,02-4933-01-3,A2,adjective,-,,-,-
4934,02-4934-08-1,A2,noun,-,,-,-
4940,02-4940-08-1,A2,noun,-,,-,-
4946,02-4946-08-1,A2,noun,-,,-,-
4949,02-4949-08-1,A2,noun,-,,-,-
4954,02-4954-08-1,A2,noun,-,,-,-
4953,02-4953-08-1,A2,noun,-,,-,-
4969,02-4969-01-1,A2,adjective,-,,-,-
4973,02-4973-08-1,A2,noun,-,,-,-
4976,02-4976-08-1,A2,noun,-,,-,-
4980,02-4980-08-1,A2,noun,-,,-,-
5001,02-5001-08-1,A2,noun,-,,-,-
5004,02-5004-08-1,A2,noun,-,,-,-
5005,02-5005-12-1,A2,verb,-,,-,-
5005,02-5005-12-2,A2,verb,-,,-,-
5005,02-5005-12-3,A2,verb,-,,-,-
5019,02-5019-08-1,A2,noun,-,,-,-
5033,02-5033-08-1,A2,noun,-,,-,-
5034,02-5034-08-1,A2,noun,-,,-,-
5036,02-5036-08-1,A2,noun,-,,-,-
5041,02-5041-08-1,A2,noun,-,,-,-
5042,02-5042-08-1,A2,noun,-,,-,-
5048,02-5048-08-1,A2,noun,-,,-,-
5058,02-5058-08-1,A2,noun,-,,-,-
5060,02-5060-08-1,A2,noun,-,,-,-
5066,02-5066-08-1,A2,noun,-,,-,-
5074,02-5074-12-1,A2,verb,-,,-,-
5103,02-5103-12-1,A2,verb,-,,-,-
5103,02-5103-12-2,A2,verb,-,,-,-
5134,02-5134-12-1,A2,verb,-,,-,-
5138,02-5138-08-1,A2,noun,-,,-,-
5145,02-5145-09-1,A2,number,-,,-,-
5146,02-5146-09-1,A2,number,-,,-,-
5147,02-5147-05-1,A2,determiner,-,,-,-
5161,02-5161-07-1,A2,modal verb,-,,-,-
5165,02-5165-08-1,A2,noun,-,,-,-
5167,02-5167-12-1,A2,verb,-,,-,-
5167,02-5167-12-2,A2,verb,-,,-,-
5179,02-5179-08-1,A2,noun,-,,-,-
5186,02-5186-08-1,A2,noun,-,,-,-
5196,02-5196-08-1,A2,noun,-,,-,-
5198,02-5198-08-1,A2,noun,-,,-,-
5200,02-5200-01-1,A2,adjective,-,,-,-
5207,02-5207-08-1,A2,noun,-,,-,-
5209,02-5209-07-1,A2,modal verb,-,,-,-
5211,02-5211-12-1,A2,verb,-,,-,-
5212,02-5212-08-1,A2,noun,-,,-,-
5218,02-5218-12-1,A2,verb,-,,-,-
5218,02-5218-12-2,A2,verb,-,,-,-
5223,02-5223-01-1,A2,adjective,-,,-,-
5223,02-5223-01-2,A2,adjective,-,,-,-
5225,02-5225-08-1,A2,noun,-,,-,-
5225,02-5225-08-2,A2,noun,-,,-,-
5225,02-5225-08-3,A2,noun,-,,-,-
5230,02-5230-08-1,A2,noun,-,,-,-
5231,02-5231-08-1,A2,noun,-,,-,-
5243,02-5243-08-1,A2,noun,-,,-,-
5243,02-5243-01-2,A2,adjective,-,,-,-
5247,02-5247-01-1,A2,adjective,-,,-,-
5256,02-5256-10-1,A2,preposition,-,,-,-
5261,02-5261-08-1,A2,noun,-,,-,-
5262,02-5262-08-1,A2,noun,-,,-,-
5263,02-5263-01-1,A2,adjective,-,,-,-
5263,02-5263-01-2,A2,adjective,-,,-,-
5264,02-5264-01-1,A2,adjective,-,,-,-
5264,02-5264-08-2,A2,noun,-,,-,-
5265,02-5265-08-1,A2,noun,-,,-,-
5271,02-5271-12-1,A2,verb,-,,-,-
5272,02-5272-08-1,A2,noun,-,,-,-
5273,02-5273-08-1,A2,noun,-,,-,-
5277,02-5277-09-1,A2,number,-,,-,-
5278,02-5278-09-1,A2,number,-,,-,-
5279,02-5279-08-1,A2,noun,-,,-,-
5279,02-5279-08-2,A2,noun,-,,-,-
5280,02-5280-08-1,A2,noun,-,,-,-
5281,02-5281-08-1,A2,noun,-,,-,-
5282,02-5282-08-1,A2,noun,-,,-,-
5283,02-5283-08-1,A2,noun,-,,-,-
5287,02-5287-08-1,A2,noun,-,,-,-
5295,02-5295-08-1,A2,noun,-,,-,-
5307,02-5307-08-1,A2,noun,-,,-,-
5317,02-5317-02-1,A2,adverb,-,,-,-
5318,02-5318-01-1,A2,adjective,-,,-,-
5331,02-5331-08-1,A2,noun,-,,-,-
5332,02-5332-08-1,A2,noun,-,,-,-
5340,02-5340-12-1,A2,verb,-,,-,-
5342,02-5342-08-1,A2,noun,-,,-,-
5343,02-5343-02-1,A2,adverb,-,,-,-
5343,02-5343-02-2,A2,adverb,-,,-,-
5343,02-5343-04-3,A2,conjunction,-,,-,-
5343,02-5343-04-4,A2,conjunction,-,,-,-
5348,02-5348-08-1,A2,noun,-,,-,-
5361,02-5361-08-1,A2,noun,-,,-,-
5363,02-5363-01-1,A2,adjective,-,,-,-
5362,02-5362-08-1,A2,noun,-,,-,-
5363,02-5363-01-1,A2,adjective,-,,-,-
5364,02-5364-08-1,A2,noun,-,,-,-
5367,02-5367-08-1,A2,noun,-,,-,-
5382,02-5382-11-1,A2,pronoun,-,,-,-
5384,02-5384-11-1,A2,pronoun,-,,-,-
5388,02-5388-02-1,A2,adverb,-,,-,-
5391,02-5391-08-1,A2,noun,-,,-,-
5392,02-5392-02-1,A2,adverb,-,,-,-
5397,02-5397-01-1,A2,adjective,-,,-,-
5398,02-5398-08-1,A2,noun,-,,-,-
5399,02-5399-08-1,A2,noun,-,,-,-
5400,02-5400-08-1,A2,noun,-,,-,-
5405,02-5405-08-1,A2,noun,-,,-,-
5405,02-5405-01-2,A2,adjective,-,,-,-
5405,02-5405-02-3,A2,adverb,-,,-,-
5412,02-5412-08-1,A2,noun,-,,-,-
5421,02-5421-08-1,A2,noun,-,,-,-
5422,02-5422-01-1,A2,adjective,-,,-,-
5441,02-5441-12-1,A2,verb,-,,-,-
5442,02-5442-08-1,A2,noun,-,,-,-
5443,02-5443-12-1,A2,verb,-,,-,-
5443,02-5443-12-2,A2,verb,-,,-,-
5467,02-5467-08-1,A2,noun,-,,-,-
5470,02-5470-08-1,A2,noun,-,,-,-
5479,02-5479-08-1,A2,noun,-,,-,-
5485,02-5485-08-1,A2,noun,-,,-,-
5485,02-5485-08-2,A2,noun,-,,-,-
5485,02-5485-01-3,A2,adjective,-,,-,-
5493,02-5493-08-1,A2,noun,-,,-,-
5494,02-5494-08-1,A2,noun,-,,-,-
5495,02-5495-08-1,A2,noun,-,,-,-
5500,02-5500-08-1,A2,noun,-,,-,-
5504,02-5504-08-1,A2,noun,-,,-,-
5506,02-5506-12-1,A2,verb,-,,-,-
5506,02-5506-12-2,A2,verb,-,,-,-
5509,02-5509-08-1,A2,noun,-,,-,-
5509,02-5509-08-2,A2,noun,-,,-,-
5509,02-5509-08-3,A2,noun,-,,-,-
5526,02-5526-12-1,A2,verb,-,,-,-
5529,02-5529-08-1,A2,noun,-,,-,-
5530,02-5530-12-1,A2,verb,-,,-,-
5545,02-5545-02-1,A2,adverb,-,,-,-
5553,02-5553-08-1,A2,noun,-,,-,-
5554,02-5554-08-1,A2,noun,-,,-,-
5557,02-5557-12-1,A2,verb,-,,-,-
5557,02-5557-12-2,A2,verb,-,,-,-
5562,02-5562-08-1,A2,noun,-,,-,-
5564,02-5564-08-1,A2,noun,-,,-,-
5565,02-5565-01-1,A2,adjective,-,,-,-
5565,02-5565-02-2,A2,adverb,-,,-,-
5570,02-5570-01-1,A2,adjective,-,,-,-
5599,02-5599-01-1,A2,adjective,-,,-,-
5657,02-5657-08-1,A2,noun,-,,-,-
5661,02-5661-08-1,A2,noun,-,,-,-
5670,02-5670-08-1,A2,noun,-,,-,-
5672,02-5672-01-1,A2,adjective,-,,-,-
5682,02-5682-08-1,A2,noun,-,,-,-
5688,02-5688-08-1,A2,noun,-,,-,-
5699,02-5699-01-1,A2,adjective,-,,-,-
5699,02-5699-02-2,A2,adverb,-,,-,-
5701,02-5701-12-1,A2,verb,-,,-,-
5703,02-5703-08-1,A2,noun,-,,-,-
5707,02-5707-08-1,A2,noun,-,,-,-
5710,02-5710-08-1,A2,noun,-,,-,-
5711,02-5711-01-1,A2,adjective,-,,-,-
5736,02-5736-08-1,A2,noun,-,,-,-
5739,02-5739-01-1,A2,adjective,-,,-,-
5739,02-5739-08-2,A2,noun,-,,-,-
5740,02-5740-08-1,A2,noun,-,,-,-
5743,02-5743-08-1,A2,noun,-,,-,-
5745,02-5745-08-1,A2,noun,-,,-,-
5746,02-5746-08-1,A2,noun,-,,-,-
5766,02-5766-08-1,A2,noun,-,,-,-
5775,02-5775-12-1,A2,verb,-,,-,-
5775,02-5775-12-2,A2,verb,-,,-,-
5775,02-5775-12-3,A2,verb,-,,-,-
5775,02-5775-12-4,A2,verb,-,,-,-
5784,02-5784-01-1,A2,adjective,-,,-,-
5799,02-5799-12-1,A2,verb,-,,-,-
5802,02-5802-08-1,A2,noun,-,,-,-
5817,02-5817-08-1,A2,noun,-,,-,-
5819,02-5819-08-1,A2,noun,-,,-,-
5819,02-5819-12-2,A2,verb,-,,-,-
5825,02-5825-08-1,A2,noun,-,,-,-
5825,02-5825-08-2,A2,noun,-,,-,-
5839,02-5839-08-1,A2,noun,-,,-,-
5843,02-5843-01-1,A2,adjective,-,,-,-
5857,02-5857-08-1,A2,noun,-,,-,-
5857,02-5857-12-2,A2,verb,-,,-,-
5859,02-5859-08-1,A2,noun,-,,-,-
5858,02-5858-08-1,A2,noun,-,,-,-
5861,02-5861-10-1,A2,preposition,-,,-,-
5862,02-5862-12-1,A2,verb,-,,-,-
5863,02-5863-06-1,A2,exclamation,-,,-,-
5867,02-5867-04-1,A2,conjunction,-,,-,-
5867,02-5867-11-2,A2,pronoun,-,,-,-
5868,02-5868-05-1,A2,determiner,-,,-,-
5880,02-5880-08-1,A2,noun,-,,-,-
5883,02-5883-11-1,A2,pronoun,-,,-,-
5886,02-5886-11-1,A2,pronoun,-,,-,-
5887,02-5887-02-1,A2,adverb,-,,-,-
5894,02-5894-02-1,A2,adverb,-,,-,-
5905,02-5905-01-1,A2,adjective,-,,-,-
5905,02-5905-01-2,A2,adjective,-,,-,-
5906,02-5906-08-1,A2,noun,-,,-,-
5906,02-5906-08-2,A2,noun,-,,-,-
5907,02-5907-12-1,A2,verb,-,,-,-
5909,02-5909-09-1,A2,number,-,,-,-
5911,02-5911-01-1,A2,adjective,-,,-,-
5913,02-5913-09-1,A2,number,-,,-,-
5914,02-5914-11-1,A2,pronoun,-,,-,-
5914,02-5914-11-2,A2,pronoun,-,,-,-
5914,02-5914-11-3,A2,pronoun,-,,-,-
5923,02-5923-09-1,A2,number,-,,-,-
5937,02-5937-10-1,A2,preposition,-,,-,-
5939,02-5939-12-1,A2,verb,-,,-,-
5942,02-5942-08-1,A2,noun,-,,-,-
5947,02-5947-01-1,A2,adjective,-,,-,-
5947,02-5947-12-2,A2,verb,-,,-,-
5948,02-5948-08-1,A2,noun,-,,-,-
5953,02-5953-08-1,A2,noun,-,,-,-
5954,02-5954-10-1,A2,preposition,-,,-,-
5956,02-5956-08-1,A2,noun,-,,-,-
5956,02-5956-08-2,A2,noun,-,,-,-
5956,02-5956-08-3,A2,noun,-,,-,-
5959,02-5959-08-1,A2,noun,-,,-,-
5972,02-5972-10-1,A2,preposition,-,,-,-
5972,02-5972-10-2,A2,preposition,-,,-,-
5972,02-5972-10-3,A2,preposition,-,,-,-
5973,02-5973-08-1,A2,noun,-,,-,-
5977,02-5977-08-1,A2,noun,-,,-,-
5992,02-5992-08-1,A2,noun,-,,-,-
5996,02-5996-08-1,A2,noun,-,,-,-
5997,02-5997-08-1,A2,noun,-,,-,-
5999,02-5999-08-1,A2,noun,-,,-,-
6011,02-6011-08-1,A2,noun,-,,-,-
6012,02-6012-08-1,A2,noun,-,,-,-
6014,02-6014-08-1,A2,noun,-,,-,-
6017,02-6017-08-1,A2,noun,-,,-,-
6019,02-6019-08-1,A2,noun,-,,-,-
6021,02-6021-08-1,A2,noun,-,,-,-
6031,02-6031-08-1,A2,noun,-,,-,-
6033,02-6033-08-1,A2,noun,-,,-,-
6040,02-6040-08-1,A2,noun,-,,-,-
6043,02-6043-08-1,A2,noun,-,,-,-
6090,02-6090-08-1,A2,noun,-,,-,-
6102,02-6102-01-1,A2,adjective,-,,-,-
6109,02-6109-12-1,A2,verb,-,,-,-
6113,02-6113-08-1,A2,noun,-,,-,-
6118,02-6118-12-1,A2,verb,-,,-,-
6124,02-6124-02-1,A2,adverb,-,,-,-
6129,02-6129-08-1,A2,noun,-,,-,-
6132,02-6132-08-1,A2,noun,-,,-,-
6135,02-6135-08-1,A2,noun,-,,-,-
6154,02-6154-08-1,A2,noun,-,,-,-
6167,02-6167-10-1,A2,preposition,-,,-,-
6178,02-6178-12-1,A2,verb,-,,-,-
6213,02-6213-02-1,A2,adverb,-,,-,-
6216,02-6216-01-1,A2,adjective,-,,-,-
6219,02-6219-08-1,A2,noun,-,,-,-
6279,02-6279-10-1,A2,preposition,-,,-,-
6282,02-6282-01-1,A2,adjective,-,,-,-
6290,02-6290-02-1,A2,adverb,-,,-,-
6290,02-6290-10-2,A2,preposition,-,,-,-
6304,02-6304-01-1,A2,adjective,-,,-,-
6306,02-6306-02-1,A2,adverb,-,,-,-
6315,02-6315-08-1,A2,noun,-,,-,-
6316,02-6316-01-1,A2,adjective,-,,-,-
6321,02-6321-02-1,A2,adverb,-,,-,-
6346,02-6346-01-1,A2,adjective,-,,-,-
6359,02-6359-08-1,A2,noun,-,,-,-
6379,02-6379-08-1,A2,noun,-,,-,-
6379,02-6379-08-2,A2,noun,-,,-,-
6381,02-6381-08-1,A2,noun,-,,-,-
6382,02-6382-08-1,A2,noun,-,,-,-
6393,02-6393-08-1,A2,noun,-,,-,-
6404,02-6404-12-1,A2,verb,-,,-,-
6405,02-6405-08-1,A2,noun,-,,-,-
6414,02-6414-08-1,A2,noun,-,,-,-
6419,02-6419-08-1,A2,noun,-,,-,-
6437,02-6437-08-1,A2,noun,-,,-,-
6439,02-6439-08-1,A2,noun,-,,-,-
6441,02-6441-08-1,A2,noun,-,,-,-
6444,02-6444-08-1,A2,noun,-,,-,-
6448,02-6448-01-1,A2,adjective,-,,-,-
6455,02-6455-08-1,A2,noun,-,,-,-
6456,02-6456-08-1,A2,noun,-,,-,-
6457,02-6457-08-1,A2,noun,-,,-,-
6461,02-6461-08-1,A2,noun,-,,-,-
6465,02-6465-08-1,A2,noun,-,,-,-
6465,02-6465-08-2,A2,noun,-,,-,-
6478,02-6478-08-1,A2,noun,-,,-,-
6484,02-6484-08-1,A2,noun,-,,-,-
6486,02-6486-01-1,A2,adjective,-,,-,-
6491,02-6491-06-1,A2,exclamation,-,,-,-
6493,02-6493-02-1,A2,adverb,-,,-,-
6501,02-6501-01-1,A2,adjective,-,,-,-
6506,02-6506-08-1,A2,noun,-,,-,-
6506,02-6506-01-2,A2,adjective,-,,-,-
6506,02-6506-02-3,A2,adverb,-,,-,-
6508,02-6508-01-1,A2,adjective,-,,-,-
6508,02-6508-01-2,A2,adjective,-,,-,-
6513,02-6513-08-1,A2,noun,-,,-,-
6515,02-6515-04-1,A2,conjunction,-,,-,-
6517,02-6517-04-1,A2,conjunction,-,,-,-
6523,02-6523-11-1,A2,pronoun,-,,-,-
6523,02-6523-11-2,A2,pronoun,-,,-,-
6525,02-6525-04-1,A2,conjunction,-,,-,-
6530,02-6530-01-1,A2,adjective,-,,-,-
6530,02-6530-01-2,A2,adjective,-,,-,-
6530,02-6530-08-3,A2,noun,-,,-,-
6531,02-6531-11-1,A2,pronoun,-,,-,-
6533,02-6533-01-1,A2,adjective,-,,-,-
6540,02-6540-01-1,A2,adjective,-,,-,-
6548,02-6548-01-1,A2,adjective,-,,-,-
6552,02-6552-07-1,A2,modal verb,-,,-,-
6552,02-6552-07-2,A2,modal verb,-,,-,-
6552,02-6552-07-3,A2,modal verb,-,,-,-
6557,02-6557-12-1,A2,verb,-,,-,-
6557,02-6557-12-2,A2,verb,-,,-,-
6563,02-6563-01-1,A2,adjective,-,,-,-
6567,02-6567-08-1,A2,noun,-,,-,-
6577,02-6577-10-1,A2,preposition,-,,-,-
6582,02-6582-10-1,A2,preposition,-,,-,-
6589,02-6589-01-1,A2,adjective,-,,-,-
6590,02-6590-08-1,A2,noun,-,,-,-
6590,02-6590-08-2,A2,noun,-,,-,-
6591,02-6591-01-1,A2,adjective,-,,-,-
6593,02-6593-08-1,A2,noun,-,,-,-
6595,02-6595-08-1,A2,noun,-,,-,-
6595,02-6595-12-2,A2,verb,-,,-,-
6597,02-6597-08-1,A2,noun,-,,-,-
6607,02-6607-01-1,A2,adjective,-,,-,-
6608,02-6608-12-1,A2,verb,-,,-,-
6610,02-6610-01-1,A2,adjective,-,,-,-
6613,02-6613-01-1,A2,adjective,-,,-,-
6620,02-6620-06-1,A2,exclamation,-,,-,-
6628,02-6628-12-1,A2,verb,-,,-,-
6630,02-6630-08-1,A2,noun,-,,-,-
6632,02-6632-02-1,A2,adverb,-,,-,-
6638,02-6638-06-1,A2,exclamation,-,,-,-
