num,word_b,word_a
00001914,encourage,encourage
00001915,encouragement,encouragement
00001916,encouraging,encouraging
00001917,end,end
00001918,endangered,endangered
00001919,endeavour,endeavour
00001920,ending,ending
00001921,endless,endless
00001922,endorse,endorse
00001923,endurance,endurance
00001924,endure,endure
00001925,enemy,enemy
00001926,energetic,energetic
00001927,energy,energy
00001928,enforce,enforce
00001929,engage,engage
00001930,engaged,engaged
00001931,engine,engine
00001932,engineer,engineer
00001933,engineering,engineering
00001934,engrossed,engrossed
00001935,enhance,enhance
00001936,enjoy,enjoy
00001937,enjoyable,enjoyable
00001938,enjoyment,enjoyment
00001939,enormous,enormous
00001940,enough,enough
00001941,enquire,enquire
00001942,enquiry,enquiry
00001943,enrich,enrich
00001944,ensure,ensure
00001945,enter,enter
00001946,enterprise,enterprise
00001947,entertain,entertain
00001948,entertainer,entertainer
00001949,entertaining,entertaining
00001950,entertainment,entertainment
00001951,enthusiasm,enthusiasm
00001952,enthusiastic,enthusiastic
00001953,enthusiastically,enthusiastically
00001954,entire,entire
00001955,entirely,entirely
00001956,entitle,entitle
00001957,entity,entity
00001958,entrance,entrance
00001959,entry,entry
00001960,envelope,envelope
00001961,environment,environment
00001962,environmental,environmental
00001963,environmentalist,environmentalist
00001964,environmentally,environmentally
00001965,environmentally friendly,environmentally friendly
00001966,envisage,envisage
00001967,envision,envision
00001968,envy,envy
00001969,episode,episode
00001970,equal,equal
00001971,equality,equality
00001972,equally,equally
00001973,equate,equate
00001974,equation,equation
00001975,equip,equip
00001976,equipment,equipment
00001977,equivalent,equivalent
00001978,era,era
00001979,eradicate,eradicate
00001980,erode,erode
00001981,erosion,erosion
00001982,error,error
00001983,erupt,erupt
00001984,escalator,escalator
00001985,escape,escape
00001986,especially,especially
00001987,essay,essay
00001988,essence,essence
00001989,essential,essential
00001990,essentially,essentially
00001991,establish,establish
00001992,establishment,establishment
00001993,estate,estate
00001994,estimate,estimate
00001995,estimated,estimated
00001996,ethical,ethical
00001997,ethnic,ethnic
00001998,euro,euro
00001999,evaluate,evaluate
00002000,evaluation,evaluation
00002001,even,even
00002002,evening,evening
00002003,event,event
00002004,eventful,eventful
00002005,eventual,eventual
00002006,eventually,eventually
00002007,ever,ever
00002008,every,every
00002009,everybody,everybody
00002010,everyone,everyone
00002011,everything,everything
00002012,everywhere,everywhere
00002013,evidence,evidence
00002014,evident,evident
00002015,evidently,evidently
00002016,evil,evil
00002017,evolution,evolution
00002018,evolve,evolve
00002019,exact,exact
00002020,exactly,exactly
00002021,exaggerate,exaggerate
00002022,exaggeration,exaggeration
00002023,exam,exam
00002024,examination,examination
00002025,examine,examine
00002026,examiner,examiner
00002027,example,example
00002028,exceed,exceed
00002029,excel,excel
00002030,excellent,excellent
00002031,except,except
00002032,exception,exception
00002033,exceptional,exceptional
00002034,exceptionally,exceptionally
00002035,excess,excess
00002036,excessive,excessive
00002037,exchange,exchange
00002038,exchange rate,exchange rate
00002039,excited,excited
00002040,excitedly,excitedly
00002041,excitement,excitement
00002042,exciting,exciting
00002043,exclaim,exclaim
00002044,exclamation mark,exclamation mark
00002045,exclude,exclude
00002046,exclusive,exclusive
00002047,exclusively,exclusively
00002048,excuse,excuse
00002049,execute,execute
00002050,executive,executive
00002051,exemplify,exemplify
00002052,exercise,exercise
00002053,exhaust,exhaust
00002054,exhausted,exhausted
00002055,exhausting,exhausting
00002056,exhaustion,exhaustion
00002057,exhaustive,exhaustive
00002058,exhibit,exhibit
00002059,exhibition,exhibition
00002060,exile,exile
00002061,exist,exist
00002062,existence,existence
00002063,existing,existing
00002064,exit,exit
00002065,exotic,exotic
00002066,expand,expand
00002067,expansion,expansion
00002068,expect,expect
00002069,expectation,expectation
00002070,expected,expected
00002071,expedition,expedition
00002072,expenditure,expenditure
00002073,expense,expense
00002074,expenses,expenses
00002075,expensive,expensive
00002076,experience,experience
00002077,experienced,experienced
00002078,experiment,experiment
00002079,experimental,experimental
00002080,expert,expert
00002081,expire,expire
00002082,explain,explain
00002083,explanation,explanation
00002084,explicit,explicit
00002085,explode,explode
00002086,exploit,exploit
00002087,exploration,exploration
00002088,explore,explore
00002089,explosion,explosion
00002090,explosive,explosive
00002091,export,export
00002092,expose,expose
00002093,exposure,exposure
00002094,express,express
00002095,expression,expression
00002096,expressive,expressive
00002097,exquisite,exquisite
00002098,extend,extend
00002099,extension,extension
00002100,extensive,extensive
00002101,extent,extent
00002102,exterior,exterior
00002103,external,external
00002104,extinct,extinct
00002105,extinction,extinction
00002106,extra,extra
00002107,extract,extract
00002108,extraordinarily,extraordinarily
00002109,extraordinary,extraordinary
00002110,extravagant,extravagant
00002111,extreme,extreme
00002112,extreme sports,extreme sports
00002113,extremely,extremely
00002114,extremist,extremist
00002115,extrovert,extrovert
00002116,eye,eye
00002117,eyebrow,eyebrow
00002118,eyelash,eyelash
00002119,eyelid,eyelid
00002120,eyesight,eyesight
00002121,fabric,fabric
00002122,fabulous,fabulous
00002123,face,face
00002124,face to face,face to face
00002125,face-to-face,face-to-face
00002126,facial,facial
00002127,facilitate,facilitate
00002128,facilities,facilities
00002129,facility,facility
00002130,fact,fact
00002131,factor,factor
00002132,factory,factory
00002133,fade,fade
00002134,fail,fail
00002135,failure,failure
00002136,faint,faint
00002137,fair,fair
00002138,fairly,fairly
00002139,fairness,fairness
00002140,faith,faith
00002141,faithful,faithful
00002142,fake,fake
00002143,fall,fall
00002144,false,false
00002145,fame,fame
00002146,familiar,familiar
00002147,family,family
00002148,famine,famine
00002149,famous,famous
00002150,fan,fan
00002151,fanatic,fanatic
00002152,fancy,fancy
00002153,fantastic,fantastic
00002154,fantastically,fantastically
00002155,fantasy,fantasy
00002156,far,far
00002157,faraway,faraway
00002158,fare,fare
00002159,farm,farm
00002160,farmer,farmer
00002161,farming,farming
00002162,fascinate,fascinate
00002163,fascinated,fascinated
00002164,fascinating,fascinating
00002165,fascination,fascination
00002166,fashion,fashion
00002167,fashionable,fashionable
00002168,fast,fast
00002169,fast food,fast food
00002170,fasten,fasten
00002171,fat,fat
00002172,fatal,fatal
00002173,fate,fate
00002174,father,father
00002175,father-in-law,father-in-law
00002176,fatty,fatty
00002177,fault,fault
00002178,faultless,faultless
00002179,faulty,faulty
00002180,favour,favour
00002181,favourable,favourable
00002182,favourite,favourite
00002183,fax,fax
00002184,fear,fear
00002185,fearful,fearful
00002186,fearless,fearless
00002187,feasible,feasible
00002188,feast,feast
00002189,feat,feat
00002190,feather,feather
00002191,feature,feature
00002192,fed up,fed up
00002193,fee,fee
00002194,feeble,feeble
00002195,feed,feed
00002196,feedback,feedback
00002197,feel,feel
00002198,feeling,feeling
00002199,fellow,fellow
00002200,female,female
00002201,feminine,feminine
00002202,fence,fence
00002203,ferry,ferry
00002204,fertile,fertile
00002205,festival,festival
00002206,fetch,fetch
00002207,fever,fever
00002208,few,few
00002209,fibre,fibre
00002210,fiction,fiction
00002211,fictional,fictional
00002212,field,field
00002213,fierce,fierce
00002214,fifteen,fifteen
00002215,fifth,fifth
00002216,fifty,fifty
00002217,fight,fight
00002218,fighting,fighting
00002219,figure,figure
00002220,file,file
00002221,fill,fill
00002222,film,film
00002223,film-maker,film-maker
00002224,filter,filter
00002225,filthy,filthy
00002226,final,final
00002227,finally,finally
00002228,finance,finance
00002229,financial,financial
00002230,financially,financially
00002231,find,find
00002232,fine,fine
00002233,finely,finely
00002234,finger,finger
00002235,fingernail,fingernail
00002236,finish,finish
00002237,finite,finite
00002238,fire,fire
00002239,fire brigade,fire brigade
00002240,fire station,fire station
00002241,firefighter,firefighter
00002242,fireplace,fireplace
00002243,firework,firework
00002244,firm,firm
00002245,firmly,firmly
00002246,first,first
00002247,first language,first language
00002248,first name,first name
00002249,first-floor,first-floor
00002250,firstly,firstly
00002251,fish,fish
00002252,fisherman,fisherman
00002253,fishing,fishing
00002254,fist,fist
00002255,fit,fit
00002256,fitness,fitness
00002257,five,five
00002258,fix,fix
00002259,fixed,fixed
00002260,flag,flag
00002261,flair,flair
00002262,flame,flame
00002263,flash,flash
00002264,flashback,flashback
00002265,flat,flat
00002266,flatten,flatten
00002267,flavour,flavour
00002268,flaw,flaw
00002269,flawed,flawed
00002270,flawless,flawless
00002271,flee,flee
00002272,fleet,fleet
00002273,flesh,flesh
00002274,flexibility,flexibility
00002275,flexible,flexible
00002276,flight,flight
00002277,float,float
00002278,flood,flood
00002279,floor,floor
00002280,floppy,floppy
00002281,flour,flour
00002282,flourish,flourish
00002283,flow,flow
00002284,flower,flower
00002285,flu,flu
00002286,fluctuate,fluctuate
00002287,fluency,fluency
00002288,fluent,fluent
00002289,fluently,fluently
00002290,fluid,fluid
00002291,flute,flute
00002292,fly,fly
00002293,focus,focus
00002294,fog,fog
00002295,foggy,foggy
00002296,fold,fold
00002297,folder,folder
00002298,folk,folk
00002299,follow,follow
00002300,follower,follower
00002301,following,following
00002302,fond,fond
00002303,food,food
00002304,fool,fool
00002305,foolish,foolish
00002306,foolishly,foolishly
00002307,foot,foot
00002308,football,football
00002309,footballer,footballer
00002310,footstep,footstep
00002311,for,for
00002312,forbid,forbid
00002313,forbidden,forbidden
00002314,force,force
00002315,forceful,forceful
00002316,forecast,forecast
00002317,forehead,forehead
00002318,foreign,foreign
00002319,foreigner,foreigner
00002320,foremost,foremost
00002321,foresee,foresee
00002322,forest,forest
00002323,forever,forever
00002324,forgery,forgery
00002325,forget,forget
00002326,forgive,forgive
00002327,forgiveness,forgiveness
00002328,fork,fork
00002329,form,form
00002330,formal,formal
00002331,formally,formally
00002332,format,format
00002333,formation,formation
00002334,former,former
00002335,formerly,formerly
00002336,formidable,formidable
00002337,formula,formula
00002338,formulate,formulate
00002339,forthcoming,forthcoming
00002340,fortnight,fortnight
00002341,fortunate,fortunate
00002342,fortunately,fortunately
00002343,fortune,fortune
00002344,forty,forty
00002345,forward,forward
00002346,foul,foul
00002347,found,found
00002348,foundation,foundation
00002349,founder,founder
00002350,fountain,fountain
00002351,four,four
00002352,fourteen,fourteen
00002353,fourth,fourth
00002354,fox,fox
00002355,fraction,fraction
00002356,fragile,fragile
00002357,fragrance,fragrance
00002358,fragrant,fragrant
00002359,frail,frail
00002360,frame,frame
00002361,framework,framework
00002362,frankly,frankly
00002363,frantic,frantic
00002364,fraud,fraud
00002365,fraudulent,fraudulent
00002366,free,free
00002367,freedom,freedom
00002368,freely,freely
00002369,freeze,freeze
00002370,freezer,freezer
00002371,freezing,freezing
00002372,frenzy,frenzy
00002373,frequent,frequent
00002374,frequently,frequently
00002375,fresh,fresh
00002376,friction,friction
00002377,fridge,fridge
00002378,fried,fried
00002379,friend,friend
00002380,friendliness,friendliness
00002381,friendly,friendly
00002382,friendship,friendship
00002383,fright,fright
00002384,frighten,frighten
00002385,frightened,frightened
00002386,frightening,frightening
00002387,fringe,fringe
00002388,frog,frog
00002389,from,from
00002390,front,front
00002391,frontier,frontier
00002392,frost,frost
00002393,frown,frown
00002394,frozen,frozen
00002395,fruit,fruit
00002396,fruitful,fruitful
00002397,frustrated,frustrated
00002398,frustrating,frustrating
00002399,frustration,frustration
00002400,fry,fry
00002401,frying pan,frying pan
00002402,fuel,fuel
00002403,fulfilling,fulfilling
00002404,fulfilment,fulfilment
00002405,full,full
00002406,full stop,full stop
00002407,full-time,full-time
00002408,fully,fully
00002409,fumes,fumes
00002410,fun,fun
00002411,function,function
00002412,functional,functional
00002413,fund,fund
00002414,fundamental,fundamental
00002415,fundamentally,fundamentally
00002416,funding,funding
00002417,funeral,funeral
00002418,funny,funny
00002419,fur,fur
00002420,furious,furious
00002421,furiously,furiously
00002422,furnished,furnished
00002423,furniture,furniture
00002424,further,further
00002425,furthermore,furthermore
00002426,furthest,furthest
00002427,fury,fury
00002428,fuss,fuss
00002429,fussy,fussy
00002430,future,future
00002431,gadget,gadget
00002432,gain,gain
00002433,gallery,gallery
00002434,gamble,gamble
00002435,gambling,gambling
00002436,game,game
00002437,gang,gang
00002438,gap,gap
00002439,garage,garage
00002440,garden,garden
00002441,gardener,gardener
00002442,gardening,gardening
00002443,garlic,garlic
00002444,garment,garment
00002445,gas,gas
00002446,gasp,gasp
00002447,gate,gate
00002448,gather,gather
00002449,gathering,gathering
00002450,gay,gay
00002451,gaze,gaze
00002452,gear,gear
00002453,gender,gender
00002454,gene,gene
00002455,general,general
00002456,generalization,generalization
00002457,generalize,generalize
00002458,generally,generally
00002459,generate,generate
00002460,generation,generation
00002461,generosity,generosity
00002462,generous,generous
00002463,generously,generously
00002464,genetic,genetic
00002465,genetically modified,genetically modified
00002466,genetics,genetics
00002467,genius,genius
00002468,gentle,gentle
00002469,gentleman,gentleman
00002470,gently,gently
00002471,genuine,genuine
00002472,genuinely,genuinely
00002473,geography,geography
00002474,geology,geology
00002475,germ,germ
00002476,gerund,gerund
00002477,gesture,gesture
00002478,get,get
00002479,ghost,ghost
00002480,giant,giant
00002481,gift,gift
00002482,gifted,gifted
00002483,giggle,giggle
00002484,giraffe,giraffe
00002485,girl,girl
00002486,girlfriend,girlfriend
00002487,give,give
00002488,glad,glad
00002489,glamour,glamour
00002490,glance,glance
00002491,glare,glare
00002492,glass,glass
00002493,glasses,glasses
00002494,glimpse,glimpse
00002495,global,global
00002496,global warming,global warming
00002497,globalization,globalization
00002498,globally,globally
00002499,glory,glory
00002500,glove,glove
00002501,glow,glow
00002502,glue,glue
00002503,go,go
00002504,goal,goal
00002505,goalkeeper,goalkeeper
00002506,goat,goat
00002507,god,god
00002508,gold,gold
00002509,golden,golden
00002510,golf,golf
00002511,good,good
00002512,good afternoon,good afternoon
00002513,good evening,good evening
00002514,good morning,good morning
00002515,good night,good night
00002516,good-looking,good-looking
00002517,goodbye,goodbye
00002518,goodness,goodness
00002519,goods,goods
00002520,gorgeous,gorgeous
00002521,gossip,gossip
00002522,govern,govern
00002523,government,government
00002524,grab,grab
00002525,grace,grace
00002526,graceful,graceful
00002527,grade,grade
00002528,gradual,gradual
00002529,gradually,gradually
00002530,graduate,graduate
00002531,grain,grain
00002532,gram,gram
00002533,grammar,grammar
00002534,grammatical,grammatical
00002535,grand,grand
00002536,grandchild,grandchild
00002537,granddad,granddad
00002538,granddaughter,granddaughter
00002539,grandfather,grandfather
00002540,grandma,grandma
00002541,grandmother,grandmother
00002542,grandpa,grandpa
00002543,grandparent,grandparent
00002544,grandson,grandson
00002545,granny,granny
00002546,grant,grant
00002547,grape,grape
00002548,graph,graph
00002549,graphics,graphics
00002550,grasp,grasp
00002551,grass,grass
00002552,grateful,grateful
00002553,grave,grave
00002554,great,great
00002555,greatly,greatly
00002556,greatness,greatness
00002557,greed,greed
00002558,greedy,greedy
00002559,green,green
00002560,greet,greet
00002561,greeting,greeting
00002562,grey,grey
00002563,grief,grief
00002564,grill,grill
00002565,grilled,grilled
00002566,grim,grim
00002567,grin,grin
00002568,grip,grip
00002569,gripping,gripping
00002570,groan,groan
00002571,groom,groom
00002572,gross,gross
00002573,ground,ground
00002574,grounds,grounds
00002575,group,group
00002576,grow,grow
00002577,growing,growing
00002578,grown-up,grown-up
00002579,growth,growth
00002580,grumpy,grumpy
00002581,guarantee,guarantee
00002582,guard,guard
00002583,guess,guess
00002584,guest,guest
00002585,guidance,guidance
00002586,guide,guide
00002587,guidebook,guidebook
00002588,guideline,guideline
00002589,guilt,guilt
00002590,guilty,guilty
00002591,guitar,guitar
00002592,guitarist,guitarist
00002593,gulf,gulf
00002594,gum,gum
00002595,gun,gun
00002596,guts,guts
00002597,guy,guy
00002598,gym,gym
00002599,gymnastic,gymnastic
00002600,gymnastics,gymnastics
00002601,habit,habit
00002602,habitat,habitat
00002603,hail,hail
00002604,hair,hair
00002605,haircut,haircut
00002606,hairdresser,hairdresser
00002607,hairdryer,hairdryer
00002608,half,half
00002609,half-price,half-price
00002610,hall,hall
00002611,ham,ham
00002612,hammer,hammer
00002613,hand,hand
00002614,hand-held,hand-held
00002615,handbag,handbag
00002616,handball,handball
00002617,handkerchief,handkerchief
00002618,handle,handle
00002619,handout,handout
00002620,handsome,handsome
00002621,handwriting,handwriting
00002622,handy,handy
00002623,hang,hang
00002624,happen,happen
00002625,happily,happily
00002626,happiness,happiness
00002627,happy,happy
00002628,harassment,harassment
00002629,harbour,harbour
00002630,hard,hard
00002631,hard drive,hard drive
00002632,hard-working,hard-working
00002633,hardly,hardly
00002634,hardship,hardship
00002635,hardware,hardware
00002636,harm,harm
00002637,harmful,harmful
00002638,harmless,harmless
00002639,harmony,harmony
00002640,harsh,harsh
00002641,harshly,harshly
00002642,harvest,harvest
00002643,hat,hat
00002644,hate,hate
00002645,hatred,hatred
00002646,haul,haul
00002647,haunt,haunt
00002648,have,have
00002649,hazard,hazard
00002650,hazardous,hazardous
00002651,he,he
00002652,head,head
00002653,headache,headache
00002654,heading,heading
00002655,headline,headline
00002656,headquarters,headquarters
00002657,headteacher,headteacher
00002658,heal,heal
00002659,health,health
00002660,health care,health care
00002661,healthy,healthy
00002662,heap,heap
00002663,hear,hear
00002664,heart,heart
00002665,heart attack,heart attack
00002666,heat,heat
00002667,heater,heater
00002668,heating,heating
00002669,heaven,heaven
00002670,heavenly,heavenly
00002671,heavily,heavily
00002672,heavy,heavy
00002673,hectic,hectic
00002674,hedge,hedge
00002675,heel,heel
00002676,height,height
00002677,heir,heir
00002678,helicopter,helicopter
00002679,hell,hell
00002680,hello,hello
00002681,helmet,helmet
00002682,help,help
00002683,helper,helper
00002684,helpful,helpful
00002685,helpless,helpless
00002686,hence,hence
00002687,her,her
00002688,herb,herb
00002689,here,here
00002690,heritage,heritage
00002691,hero,hero
00002692,heroic,heroic
00002693,hers,hers
00002694,herself,herself
00002695,hesitate,hesitate
00002696,hesitation,hesitation
00002697,hey,hey
00002698,hi,hi
00002699,hi-tech,hi-tech
00002700,hidden,hidden
00002701,hide,hide
00002702,hierarchical,hierarchical
00002703,hierarchy,hierarchy
00002704,high,high
00002705,high-profile,high-profile
00002706,high-tech,high-tech
00002707,highlight,highlight
00002708,highly,highly
00002709,hilarious,hilarious
00002710,hill,hill
00002711,him,him
00002712,himself,himself
00002713,hinder,hinder
00002714,hint,hint
00002715,hip,hip
00002716,hip-hop,hip-hop
00002717,hire,hire
00002718,his,his
00002719,historian,historian
00002720,historic,historic
00002721,historical,historical
00002722,historically,historically
00002723,history,history
00002724,hit,hit
00002725,hitchhike,hitchhike
00002726,hobby,hobby
00002727,hockey,hockey
00002728,hold,hold
00002729,hole,hole
00002730,holiday,holiday
00002731,hollow,hollow
00002732,holy,holy
00002733,home,home
00002734,homeless,homeless
00002735,homelessness,homelessness
00002736,homework,homework
00002737,honest,honest
00002738,honestly,honestly
00002739,honesty,honesty
00002740,honey,honey
00002741,honeymoon,honeymoon
00002742,honour,honour
00002743,honoured,honoured
00002744,hood,hood
00002745,hook,hook
00002746,hop,hop
00002747,hope,hope
00002748,hopeful,hopeful
00002749,hopefully,hopefully
00002750,hopeless,hopeless
00002751,hopelessly,hopelessly
00002752,horizon,horizon
00002753,horizontal,horizontal
00002754,horn,horn
00002755,horrible,horrible
00002756,horrified,horrified
00002757,horrifying,horrifying
00002758,horror,horror
00002759,horse,horse
00002760,hospitable,hospitable
00002761,hospital,hospital
00002762,hospitality,hospitality
00002763,host,host
00002764,hostage,hostage
00002765,hostel,hostel
00002766,hostile,hostile
00002767,hostility,hostility
00002768,hot,hot
00002769,hotel,hotel
00002770,hour,hour
00002771,hourly,hourly
00002772,house,house
00002773,household,household
00002774,housewife,housewife
00002775,housework,housework
00002776,housing,housing
00002777,how,how
00002778,however,however
00002779,hug,hug
00002780,huge,huge
00002781,hum,hum
00002782,human,human
00002783,human rights,human rights
00002784,humanitarian,humanitarian
00002785,humanity,humanity
00002786,humble,humble
00002787,humid,humid
00002788,humiliated,humiliated
00002789,humiliating,humiliating
00002790,humility,humility
00002791,humorous,humorous
00002792,humour,humour
00002793,hundred,hundred
00002794,hunger,hunger
00002795,hungry,hungry
00002796,hunt,hunt
00002797,hunting,hunting
00002798,hurry,hurry
00002799,hurt,hurt
00002800,husband,husband
00002801,hut,hut
00002802,hygiene,hygiene
00002803,hygienic,hygienic
00002804,hyphen,hyphen
00002805,hypocrisy,hypocrisy
00002806,hypocritical,hypocritical
00002807,hypothesis,hypothesis
00002808,hysterical,hysterical
00002809,ice,ice
00002810,ice cream,ice cream
00002811,ice hockey,ice hockey
00002812,ice skating,ice skating
00002813,iceberg,iceberg
00002814,icily,icily
00002815,icon,icon
00002816,icy,icy
00002817,idea,idea
00002818,ideal,ideal
00002819,idealistic,idealistic
00002820,ideally,ideally
00002821,identical,identical
00002822,identification,identification
00002823,identify,identify
00002824,identity,identity
00002825,identity card,identity card
00002826,idiom,idiom
00002827,idiot,idiot
00002828,idle,idle
00002829,idol,idol
00002830,if,if
00002831,ignorance,ignorance
00002832,ignorant,ignorant
00002833,ignore,ignore
00002834,ill,ill
00002835,illegal,illegal
00002836,illegally,illegally
00002837,illiterate,illiterate
00002838,illness,illness
00002839,illusion,illusion
00002840,illustrate,illustrate
00002841,illustration,illustration
00002842,image,image
00002843,imaginary,imaginary
00002844,imagination,imagination
00002845,imaginative,imaginative
00002846,imagine,imagine
00002847,imitate,imitate
00002848,imitation,imitation
00002849,immature,immature
00002850,immediate,immediate
00002851,immediately,immediately
00002852,immense,immense
00002853,immensely,immensely
00002854,immigrant,immigrant
00002855,immigration,immigration
00002856,imminent,imminent
00002857,immoral,immoral
00002858,immortal,immortal
00002859,immune,immune
00002860,immune system,immune system
00002861,impact,impact
00002862,impatience,impatience
00002863,impatient,impatient
00002864,impatiently,impatiently
00002865,imperative,imperative
00002866,imperfect,imperfect
00002867,impersonal,impersonal
00002868,implement,implement
00002869,implementation,implementation
00002870,implication,implication
00002871,implicit,implicit
00002872,imply,imply
00002873,impolite,impolite
00002874,import,import
00002875,importance,importance
00002876,important,important
00002877,importantly,importantly
00002878,impose,impose
00002879,impossibility,impossibility
00002880,impossible,impossible
00002881,impress,impress
00002882,impressed,impressed
00002883,impression,impression
00002884,impressive,impressive
00002885,imprison,imprison
00002886,imprisonment,imprisonment
00002887,improve,improve
00002888,improved,improved
00002889,improvement,improvement
00002890,impulse,impulse
00002891,impulsive,impulsive
00002892,in,in
00002893,inability,inability
00002894,inaccuracy,inaccuracy
00002895,inaccurate,inaccurate
00002896,inadequate,inadequate
00002897,inappropriate,inappropriate
00002898,inappropriately,inappropriately
00002899,incentive,incentive
00002900,inch,inch
00002901,incident,incident
00002902,incidentally,incidentally
00002903,inclination,inclination
00002904,include,include
00002905,including,including
00002906,inclusion,inclusion
00002907,inclusive,inclusive
00002908,income,income
00002909,inconceivable,inconceivable
00002910,inconsiderate,inconsiderate
00002911,inconvenience,inconvenience
00002912,inconvenient,inconvenient
00002913,incorporate,incorporate
00002914,incorrect,incorrect
00002915,increase,increase
00002916,increasingly,increasingly
00002917,incredible,incredible
00002918,incredibly,incredibly
00002919,incur,incur
00002920,incurable,incurable
00002921,indeed,indeed
00002922,indefinite article,indefinite article
00002923,indefinitely,indefinitely
00002924,independence,independence
00002925,independent,independent
00002926,independently,independently
00002927,index,index
00002928,indicate,indicate
00002929,indication,indication
00002930,indicator,indicator
00002931,indifference,indifference
00002932,indifferent,indifferent
00002933,indirect,indirect
00002934,indirectly,indirectly
00002935,indispensable,indispensable
00002936,indisputable,indisputable
00002937,individual,individual
00002938,individuality,individuality
00002939,individually,individually
00002940,indoor,indoor
00002941,indoors,indoors
00002942,indulge,indulge
00002943,industrial,industrial
00002944,industrialization,industrialization
00002945,industrialized,industrialized
00002946,industrious,industrious
00002947,industry,industry
00002948,inedible,inedible
00002949,inefficient,inefficient
00002950,inequality,inequality
00002951,inevitable,inevitable
00002952,inevitably,inevitably
00002953,inexpensive,inexpensive
00002954,inexperienced,inexperienced
00002955,inexplicable,inexplicable
00002956,infancy,infancy
00002957,infant,infant
00002958,infect,infect
00002959,infection,infection
00002960,infectious,infectious
00002961,infer,infer
00002962,inferior,inferior
00002963,inferiority,inferiority
00002964,infinite,infinite
00002965,infinitely,infinitely
00002966,infinitive,infinitive
00002967,inflation,inflation
00002968,influence,influence
00002969,influential,influential
00002970,influx,influx
00002971,inform,inform
00002972,informal,informal
00002973,informally,informally
00002974,information,information
00002975,informative,informative
00002976,infrastructure,infrastructure
00002977,ingredient,ingredient
00002978,inhabit,inhabit
00002979,inhabitant,inhabitant
00002980,inherent,inherent
00002981,inherit,inherit
00002982,inheritance,inheritance
00002983,inhibition,inhibition
00002984,inhuman,inhuman
00002985,initial,initial
00002986,initially,initially
00002987,initiate,initiate
00002988,initiative,initiative
00002989,injection,injection
00002990,injure,injure
00002991,injured,injured
00002992,injury,injury
00002993,injustice,injustice
00002994,ink,ink
00002995,innate,innate
00002996,inner,inner
00002997,innocence,innocence
00002998,innocent,innocent
00002999,innocently,innocently
00003000,innovation,innovation
00003001,innovative,innovative
00003002,innumerable,innumerable
00003003,input,input
00003004,inquire,inquire
00003005,inquiry,inquiry
00003006,insane,insane
00003007,insect,insect
00003008,insecure,insecure
00003009,insecurity,insecurity
00003010,insensitive,insensitive
00003011,inseparable,inseparable
00003012,insert,insert
00003013,inside,inside
00003014,insight,insight
00003015,insignificant,insignificant
00003016,insist,insist
00003017,insofar as,insofar as
00003018,insomnia,insomnia
00003019,inspect,inspect
00003020,inspection,inspection
00003021,inspector,inspector
00003022,inspiration,inspiration
00003023,inspire,inspire
00003024,install,install
00003025,installation,installation
00003026,instance,instance
00003027,instant,instant
00003028,instantly,instantly
00003029,instead,instead
00003030,instead of,instead of
00003031,instinct,instinct
00003032,institute,institute
00003033,institution,institution
00003034,instruct,instruct
00003035,instruction,instruction
00003036,instructor,instructor
00003037,instrument,instrument
00003038,insufficient,insufficient
00003039,insult,insult
00003040,insurance,insurance
00003041,intact,intact
00003042,integral,integral
00003043,integrate,integrate
00003044,integration,integration
00003045,integrity,integrity
00003046,intellect,intellect
00003047,intellectual,intellectual
00003048,intellectually,intellectually
00003049,intelligence,intelligence
00003050,intelligent,intelligent
00003051,intend,intend
00003052,intense,intense
00003053,intensely,intensely
00003054,intensify,intensify
00003055,intensity,intensity
00003056,intensive,intensive
00003057,intensively,intensively
00003058,intent,intent
00003059,intention,intention
00003060,interact,interact
00003061,interaction,interaction
00003062,interactive,interactive
00003063,interest,interest
00003064,interested,interested
00003065,interesting,interesting
00003066,interestingly,interestingly
00003067,interfere,interfere
00003068,interference,interference
00003069,interim,interim
00003070,interior,interior
00003071,intermediate,intermediate
00003072,internal,internal
00003073,internally,internally
00003074,international,international
00003075,internationally,internationally
00003076,interpret,interpret
00003077,interpretation,interpretation
00003078,interrupt,interrupt
00003079,interruption,interruption
00003080,interval,interval
00003081,intervene,intervene
00003082,intervention,intervention
00003083,interview,interview
00003084,intimate,intimate
00003085,into,into
00003086,intolerable,intolerable
00003087,intolerance,intolerance
00003088,intolerant,intolerant
00003089,intransitive,intransitive
00003090,intriguing,intriguing
00003091,intrinsic,intrinsic
00003092,introduce,introduce
00003093,introduction,introduction
00003094,introvert,introvert
00003095,intrude,intrude
00003096,intruder,intruder
00003097,intrusion,intrusion
00003098,intuition,intuition
00003099,invade,invade
00003100,invaluable,invaluable
00003101,invariably,invariably
00003102,invasion,invasion
00003103,invent,invent
00003104,invention,invention
00003105,inventor,inventor
00003106,inverted commas,inverted commas
00003107,invest,invest
00003108,investigate,investigate
00003109,investigation,investigation
00003110,investigator,investigator
00003111,investment,investment
00003112,investor,investor
00003113,invisible,invisible
00003114,invitation,invitation
00003115,invite,invite
00003116,involve,involve
00003117,involvement,involvement
00003118,iron,iron
00003119,ironic,ironic
00003120,ironically,ironically
00003121,ironing,ironing
00003122,irony,irony
00003123,irrational,irrational
00003124,irregular,irregular
00003125,irresistible,irresistible
00003126,irresponsible,irresponsible
