Root,Serial,Level,part_of_speech,Addition,Explaination,ExplainationE,ExplainationC
002109,03-002109-01-1,B1,adjective,-,,-,-
002113,03-002113-02-1,B1,adverb,-,,-,-
002112,03-002112-08-1,B1,noun,-,,-,-
002123,03-002123-12-1,B1,verb,-,,-,-
002124,03-002124-02-1,B1,adverb,-,,-,-
002125,03-002125-01-1,B1,adjective,-,,-,-
002128,03-002128-08-1,B1,noun,-,,-,-
002137,03-002137-01-1,B1,adjective,-,,-,-
002137,03-002137-01-2,B1,adjective,-,,-,-
002137,03-002137-08-3,B1,noun,-,,-,-
002138,03-002138-02-1,B1,adverb,-,,-,-
002143,03-002143-12-1,B1,verb,-,,-,-
002143,03-002143-08-2,B1,noun,-,,-,-
002144,03-002144-01-1,B1,adjective,-,,-,-
002146,03-002146-01-1,B1,adjective,-,,-,-
002147,03-002147-08-1,B1,noun,-,,-,-
002150,03-002150-08-1,B1,noun,-,,-,-
002152,03-002152-12-1,B1,verb,-,,-,-
002158,03-002158-08-1,B1,noun,-,,-,-
002161,03-002161-08-1,B1,noun,-,,-,-
002166,03-002166-08-1,B1,noun,-,,-,-
002167,03-002167-01-1,B1,adjective,-,,-,-
002170,03-002170-12-1,B1,verb,-,,-,-
002180,03-002180-08-1,B1,noun,-,,-,-
002182,03-002182-08-1,B1,noun,-,,-,-
002183,03-002183-12-1,B1,verb,-,,-,-
002184,03-002184-08-1,B1,noun,-,,-,-
002193,03-002193-08-1,B1,noun,-,,-,-
002195,03-002195-12-1,B1,verb,-,,-,-
002197,03-002197-12-1,B1,verb,-,,-,-
002198,03-002198-08-1,B1,noun,-,,-,-
002198,03-002198-08-2,B1,noun,-,,-,-
002198,03-002198-08-3,B1,noun,-,,-,-
002200,03-002200-01-1,B1,adjective,-,,-,-
002203,03-002203-08-1,B1,noun,-,,-,-
002205,03-002205-08-1,B1,noun,-,,-,-
002205,03-002205-08-2,B1,noun,-,,-,-
002206,03-002206-12-1,B1,verb,-,,-,-
002207,03-002207-08-1,B1,noun,-,,-,-
002208,03-002208-05-1,B1,determiner,-,,-,-
002210,03-002210-08-1,B1,noun,-,,-,-
002212,03-002212-08-1,B1,noun,-,,-,-
002215,03-002215-08-1,B1,noun,-,,-,-
002217,03-002217-12-1,B1,verb,-,,-,-
002217,03-002217-08-2,B1,noun,-,,-,-
002219,03-002219-08-1,B1,noun,-,,-,-
002219,03-002219-08-2,B1,noun,-,,-,-
002221,03-002221-12-1,B1,verb,-,,-,-
002221,03-002221-12-2,B1,verb,-,,-,-
002222,03-002222-12-1,B1,verb,-,,-,-
002223,03-002223-08-1,B1,noun,-,,-,-
002226,03-002226-08-1,B1,noun,-,,-,-
002227,03-002227-02-1,B1,adverb,-,,-,-
002229,03-002229-01-1,B1,adjective,-,,-,-
002231,03-002231-12-1,B1,verb,-,,-,-
002232,03-002232-01-1,B1,adjective,-,,-,-
002232,03-002232-08-2,B1,noun,-,,-,-
002236,03-002236-12-1,B1,verb,-,,-,-
002236,03-002236-08-2,B1,noun,-,,-,-
002238,03-002238-08-1,B1,noun,-,,-,-
002241,03-002241-08-1,B1,noun,-,,-,-
002240,03-002240-08-1,B1,noun,-,,-,-
002243,03-002243-08-1,B1,noun,-,,-,-
002244,03-002244-08-1,B1,noun,-,,-,-
002246,03-002246-02-1,B1,adverb,-,,-,-
002249,03-002249-01-1,B1,adjective,-,,-,-
005870,03-005870-08-1,B1,noun,-,,-,-
002251,03-002251-12-1,B1,verb,-,,-,-
002255,03-002255-12-1,B1,verb,-,,-,-
002256,03-002256-08-1,B1,noun,-,,-,-
002258,03-002258-12-1,B1,verb,-,,-,-
002260,03-002260-08-1,B1,noun,-,,-,-
002265,03-002265-01-1,B1,adjective,-,,-,-
002265,03-002265-01-2,B1,adjective,-,,-,-
002267,03-002267-08-1,B1,noun,-,,-,-
002277,03-002277-12-1,B1,verb,-,,-,-
002278,03-002278-12-1,B1,verb,-,,-,-
002277,03-002277-12-1,B1,verb,-,,-,-
002278,03-002278-08-1,B1,noun,-,,-,-
002279,03-002279-08-1,B1,noun,-,,-,-
002281,03-002281-08-1,B1,noun,-,,-,-
002283,03-002283-12-1,B1,verb,-,,-,-
002285,03-002285-08-1,B1,noun,-,,-,-
002291,03-002291-08-1,B1,noun,-,,-,-
002292,03-002292-08-1,B1,noun,-,,-,-
002296,03-002296-12-1,B1,verb,-,,-,-
002298,03-002298-08-1,B1,noun,-,,-,-
002297,03-002297-08-1,B1,noun,-,,-,-
002299,03-002299-12-1,B1,verb,-,,-,-
002299,03-002299-12-2,B1,verb,-,,-,-
002299,03-002299-12-3,B1,verb,-,,-,-
002304,03-002304-08-1,B1,noun,-,,-,-
002307,03-002307-08-1,B1,noun,-,,-,-
002311,03-002311-10-1,B1,preposition,-,,-,-
002311,03-002311-10-2,B1,preposition,-,,-,-
002313,03-002313-01-1,B1,adjective,-,,-,-
002316,03-002316-08-1,B1,noun,-,,-,-
002317,03-002317-08-1,B1,noun,-,,-,-
002319,03-002319-08-1,B1,noun,-,,-,-
002323,03-002323-02-1,B1,adverb,-,,-,-
002325,03-002325-12-1,B1,verb,-,,-,-
002325,03-002325-12-2,B1,verb,-,,-,-
002325,03-002325-12-3,B1,verb,-,,-,-
002326,03-002326-12-1,B1,verb,-,,-,-
002329,03-002329-08-1,B1,noun,-,,-,-
002329,03-002329-08-2,B1,noun,-,,-,-
002329,03-002329-12-3,B1,verb,-,,-,-
002334,03-002334-01-1,B1,adjective,-,,-,-
002340,03-002340-08-1,B1,noun,-,,-,-
002342,03-002342-02-1,B1,adverb,-,,-,-
002345,03-002345-02-1,B1,adverb,-,,-,-
002350,03-002350-08-1,B1,noun,-,,-,-
002360,03-002360-08-1,B1,noun,-,,-,-
002369,03-002369-12-1,B1,verb,-,,-,-
002369,03-002369-12-2,B1,verb,-,,-,-
002370,03-002370-08-1,B1,noun,-,,-,-
002371,03-002371-01-1,B1,adjective,-,,-,-
002373,03-002373-01-1,B1,adjective,-,,-,-
002374,03-002374-02-1,B1,adverb,-,,-,-
002375,03-002375-01-1,B1,adjective,-,,-,-
002375,03-002375-01-2,B1,adjective,-,,-,-
002382,03-002382-08-1,B1,noun,-,,-,-
002386,03-002386-01-1,B1,adjective,-,,-,-
002385,03-002385-01-1,B1,adjective,-,,-,-
002388,03-002388-08-1,B1,noun,-,,-,-
002389,03-002389-10-1,B1,preposition,-,,-,-
002390,03-002390-01-1,B1,adjective,-,,-,-
002394,03-002394-01-1,B1,adjective,-,,-,-
002394,03-002394-01-2,B1,adjective,-,,-,-
002394,03-002394-01-3,B1,adjective,-,,-,-
002400,03-002400-12-1,B1,verb,-,,-,-
002402,03-002402-08-1,B1,noun,-,,-,-
002401,03-002401-08-1,B1,noun,-,,-,-
002405,03-002405-01-1,B1,adjective,-,,-,-
002406,03-002406-08-1,B1,noun,-,,-,-
002408,03-002408-02-1,B1,adverb,-,,-,-
002407,03-002407-01-1,B1,adjective,-,,-,-
002418,03-002418-01-1,B1,adjective,-,,-,-
002419,03-002419-08-1,B1,noun,-,,-,-
002424,03-002424-02-1,B1,adverb,-,,-,-
002426,03-002426-02-1,B1,adverb,-,,-,-
002430,03-002430-08-1,B1,noun,-,,-,-
002430,03-002430-01-2,B1,adjective,-,,-,-
002432,03-002432-12-1,B1,verb,-,,-,-
002432,03-002432-12-2,B1,verb,-,,-,-
002433,03-002433-08-1,B1,noun,-,,-,-
002438,03-002438-08-1,B1,noun,-,,-,-
002439,03-002439-08-1,B1,noun,-,,-,-
002447,03-002447-08-1,B1,noun,-,,-,-
002450,03-002450-01-1,B1,adjective,-,,-,-
002455,03-002455-01-1,B1,adjective,-,,-,-
002458,03-002458-02-1,B1,adverb,-,,-,-
002460,03-002460-08-1,B1,noun,-,,-,-
002462,03-002462-01-1,B1,adjective,-,,-,-
002468,03-002468-01-1,B1,adjective,-,,-,-
002468,03-002468-01-2,B1,adjective,-,,-,-
002478,03-002478-12-1,B1,verb,-,,-,-
002479,03-002479-08-1,B1,noun,-,,-,-
002480,03-002480-01-1,B1,adjective,-,,-,-
002484,03-002484-08-1,B1,noun,-,,-,-
002486,03-002486-08-1,B1,noun,-,,-,-
002487,03-002487-12-1,B1,verb,-,,-,-
002487,03-002487-12-2,B1,verb,-,,-,-
002487,03-002487-12-3,B1,verb,-,,-,-
002487,03-002487-12-4,B1,verb,-,,-,-
002487,03-002487-12-5,B1,verb,-,,-,-
002503,03-002503-12-1,B1,verb,-,,-,-
002503,03-002503-12-2,B1,verb,-,,-,-
002503,03-002503-12-3,B1,verb,-,,-,-
002503,03-002503-08-4,B1,noun,-,,-,-
002504,03-002504-08-1,B1,noun,-,,-,-
002505,03-002505-08-1,B1,noun,-,,-,-
002506,03-002506-08-1,B1,noun,-,,-,-
002511,03-002511-01-1,B1,adjective,-,,-,-
002519,03-002519-08-1,B1,noun,-,,-,-
002520,03-002520-01-1,B1,adjective,-,,-,-
002523,03-002523-08-1,B1,noun,-,,-,-
002524,03-002524-12-1,B1,verb,-,,-,-
002527,03-002527-08-1,B1,noun,-,,-,-
002546,03-002546-08-1,B1,noun,-,,-,-
002549,03-002549-08-1,B1,noun,-,,-,-
002552,03-002552-01-1,B1,adjective,-,,-,-
002554,03-002554-01-1,B1,adjective,-,,-,-
002559,03-002559-01-1,B1,adjective,-,,-,-
002560,03-002560-12-1,B1,verb,-,,-,-
002561,03-002561-08-1,B1,noun,-,,-,-
002564,03-002564-08-1,B1,noun,-,,-,-
002564,03-002564-12-2,B1,verb,-,,-,-
002571,03-002571-08-1,B1,noun,-,,-,-
002573,03-002573-08-1,B1,noun,-,,-,-
005872,03-005872-08-1,B1,noun,-,,-,-
002576,03-002576-12-1,B1,verb,-,,-,-
002576,03-002576-12-2,B1,verb,-,,-,-
002582,03-002582-08-1,B1,noun,-,,-,-
002583,03-002583-08-1,B1,noun,-,,-,-
002586,03-002586-08-1,B1,noun,-,,-,-
002586,03-002586-12-2,B1,verb,-,,-,-
002590,03-002590-01-1,B1,adjective,-,,-,-
002592,03-002592-08-1,B1,noun,-,,-,-
002595,03-002595-08-1,B1,noun,-,,-,-
002598,03-002598-08-1,B1,noun,-,,-,-
002598,03-002598-08-2,B1,noun,-,,-,-
002601,03-002601-08-1,B1,noun,-,,-,-
002600,03-002600-08-1,B1,noun,-,,-,-
002605,03-002605-08-1,B1,noun,-,,-,-
002607,03-002607-08-1,B1,noun,-,,-,-
002606,03-002606-08-1,B1,noun,-,,-,-
002608,03-002608-02-1,B1,adverb,-,,-,-
002613,03-002613-12-1,B1,verb,-,,-,-
002616,03-002616-08-1,B1,noun,-,,-,-
002614,03-002614-01-1,B1,adjective,-,,-,-
002617,03-002617-08-1,B1,noun,-,,-,-
002618,03-002618-12-1,B1,verb,-,,-,-
002620,03-002620-01-1,B1,adjective,-,,-,-
002621,03-002621-08-1,B1,noun,-,,-,-
002623,03-002623-12-1,B1,verb,-,,-,-
002625,03-002625-02-1,B1,adverb,-,,-,-
002626,03-002626-08-1,B1,noun,-,,-,-
002629,03-002629-08-1,B1,noun,-,,-,-
002630,03-002630-01-1,B1,adjective,-,,-,-
002630,03-002630-02-2,B1,adverb,-,,-,-
002633,03-002633-02-1,B1,adverb,-,,-,-
002635,03-002635-08-1,B1,noun,-,,-,-
002648,03-002648-12-1,B1,verb,-,,-,-
002648,03-002648-12-2,B1,verb,-,,-,-
002652,03-002652-08-1,B1,noun,-,,-,-
002652,03-002652-08-2,B1,noun,-,,-,-
002655,03-002655-08-1,B1,noun,-,,-,-
002663,03-002663-12-1,B1,verb,-,,-,-
002664,03-002664-08-1,B1,noun,-,,-,-
002665,03-002665-08-1,B1,noun,-,,-,-
002666,03-002666-08-1,B1,noun,-,,-,-
002667,03-002667-08-1,B1,noun,-,,-,-
002671,03-002671-02-1,B1,adverb,-,,-,-
002672,03-002672-01-1,B1,adjective,-,,-,-
002675,03-002675-08-1,B1,noun,-,,-,-
002676,03-002676-08-1,B1,noun,-,,-,-
002676,03-002676-08-2,B1,noun,-,,-,-
002684,03-002684-01-1,B1,adjective,-,,-,-
002688,03-002688-08-1,B1,noun,-,,-,-
002691,03-002691-08-1,B1,noun,-,,-,-
002691,03-002691-08-2,B1,noun,-,,-,-
002700,03-002700-01-1,B1,adjective,-,,-,-
002701,03-002701-12-1,B1,verb,-,,-,-
002701,03-002701-12-2,B1,verb,-,,-,-
002701,03-002701-12-3,B1,verb,-,,-,-
002704,03-002704-01-1,B1,adjective,-,,-,-
002704,03-002704-01-2,B1,adjective,-,,-,-
002704,03-002704-01-3,B1,adjective,-,,-,-
002704,03-002704-02-4,B1,adverb,-,,-,-
002717,03-002717-12-1,B1,verb,-,,-,-
002720,03-002720-01-1,B1,adjective,-,,-,-
002721,03-002721-01-1,B1,adjective,-,,-,-
002724,03-002724-12-1,B1,verb,-,,-,-
002724,03-002724-08-2,B1,noun,-,,-,-
002725,03-002725-12-1,B1,verb,-,,-,-
002728,03-002728-12-1,B1,verb,-,,-,-
002728,03-002728-12-2,B1,verb,-,,-,-
002728,03-002728-12-3,B1,verb,-,,-,-
002729,03-002729-08-1,B1,noun,-,,-,-
002733,03-002733-02-1,B1,adverb,-,,-,-
002737,03-002737-01-1,B1,adjective,-,,-,-
002737,03-002737-01-2,B1,adjective,-,,-,-
002738,03-002738-02-1,B1,adverb,-,,-,-
002741,03-002741-08-1,B1,noun,-,,-,-
002747,03-002747-08-1,B1,noun,-,,-,-
002748,03-002748-01-1,B1,adjective,-,,-,-
002749,03-002749-02-1,B1,adverb,-,,-,-
002750,03-002750-01-1,B1,adjective,-,,-,-
002765,03-002765-08-1,B1,noun,-,,-,-
002768,03-002768-01-1,B1,adjective,-,,-,-
002775,03-002775-08-1,B1,noun,-,,-,-
002777,03-002777-02-1,B1,adverb,-,,-,-
002777,03-002777-02-2,B1,adverb,-,,-,-
002779,03-002779-12-1,B1,verb,-,,-,-
002779,03-002779-08-2,B1,noun,-,,-,-
002780,03-002780-01-1,B1,adjective,-,,-,-
002782,03-002782-01-1,B1,adjective,-,,-,-
002782,03-002782-08-2,B1,noun,-,,-,-
002787,03-002787-01-1,B1,adjective,-,,-,-
002794,03-002794-08-1,B1,noun,-,,-,-
002796,03-002796-12-1,B1,verb,-,,-,-
002798,03-002798-08-1,B1,noun,-,,-,-
002799,03-002799-12-1,B1,verb,-,,-,-
002799,03-002799-01-2,B1,adjective,-,,-,-
002799,03-002799-01-3,B1,adjective,-,,-,-
002801,03-002801-08-1,B1,noun,-,,-,-
002811,03-002811-08-1,B1,noun,-,,-,-
002812,03-002812-08-1,B1,noun,-,,-,-
002816,03-002816-01-1,B1,adjective,-,,-,-
002816,03-002816-01-2,B1,adjective,-,,-,-
002817,03-002817-08-1,B1,noun,-,,-,-
002825,03-002825-08-1,B1,noun,-,,-,-
002830,03-002830-04-1,B1,conjunction,-,,-,-
002830,03-002830-04-2,B1,conjunction,-,,-,-
002830,03-002830-04-3,B1,conjunction,-,,-,-
002838,03-002838-08-1,B1,noun,-,,-,-
002844,03-002844-08-1,B1,noun,-,,-,-
002844,03-002844-08-2,B1,noun,-,,-,-
002846,03-002846-12-1,B1,verb,-,,-,-
002846,03-002846-12-2,B1,verb,-,,-,-
002846,03-002846-12-3,B1,verb,-,,-,-
002855,03-002855-08-1,B1,noun,-,,-,-
002875,03-002875-08-1,B1,noun,-,,-,-
002876,03-002876-01-1,B1,adjective,-,,-,-
002880,03-002880-01-1,B1,adjective,-,,-,-
002889,03-002889-08-1,B1,noun,-,,-,-
002889,03-002889-08-2,B1,noun,-,,-,-
002892,03-002892-10-1,B1,preposition,-,,-,-
002892,03-002892-10-2,B1,preposition,-,,-,-
002892,03-002892-10-3,B1,preposition,-,,-,-
002892,03-002892-10-4,B1,preposition,-,,-,-
002892,03-002892-10-5,B1,preposition,-,,-,-
002892,03-002892-02-6,B1,adverb,-,,-,-
002900,03-002900-08-1,B1,noun,-,,-,-
002915,03-002915-12-1,B1,verb,-,,-,-
002914,03-002914-01-1,B1,adjective,-,,-,-
002917,03-002917-01-1,B1,adjective,-,,-,-
002921,03-002921-02-1,B1,adverb,-,,-,-
002922,03-002922-08-1,B1,noun,-,,-,-
002925,03-002925-01-1,B1,adjective,-,,-,-
002937,03-002937-01-1,B1,adjective,-,,-,-
002937,03-002937-01-2,B1,adjective,-,,-,-
002941,03-002941-02-1,B1,adverb,-,,-,-
002947,03-002947-08-1,B1,noun,-,,-,-
002953,03-002953-01-1,B1,adjective,-,,-,-
002966,03-002966-08-1,B1,noun,-,,-,-
002971,03-002971-12-1,B1,verb,-,,-,-
002971,03-002971-12-2,B1,verb,-,,-,-
002977,03-002977-08-1,B1,noun,-,,-,-
002985,03-002985-08-1,B1,noun,-,,-,-
002990,03-002990-12-1,B1,verb,-,,-,-
002994,03-002994-08-1,B1,noun,-,,-,-
003005,03-003005-08-1,B1,noun,-,,-,-
003016,03-003016-12-1,B1,verb,-,,-,-
003024,03-003024-12-1,B1,verb,-,,-,-
003024,03-003024-12-2,B1,verb,-,,-,-
003030,03-003030-10-1,B1,preposition,-,,-,-
003036,03-003036-08-1,B1,noun,-,,-,-
003050,03-003050-01-1,B1,adjective,-,,-,-
003051,03-003051-12-1,B1,verb,-,,-,-
003063,03-003063-08-1,B1,noun,-,,-,-
003063,03-003063-08-2,B1,noun,-,,-,-
003063,03-003063-08-3,B1,noun,-,,-,-
003063,03-003063-12-4,B1,verb,-,,-,-
003071,03-003071-01-1,B1,adjective,-,,-,-
003075,03-003075-02-1,B1,adverb,-,,-,-
003078,03-003078-12-1,B1,verb,-,,-,-
003080,03-003080-08-1,B1,noun,-,,-,-
003083,03-003083-08-1,B1,noun,-,,-,-
003083,03-003083-08-2,B1,noun,-,,-,-
003083,03-003083-12-3,B1,verb,-,,-,-
003085,03-003085-10-1,B1,preposition,-,,-,-
003085,03-003085-10-2,B1,preposition,-,,-,-
003092,03-003092-12-1,B1,verb,-,,-,-
003103,03-003103-12-1,B1,verb,-,,-,-
003104,03-003104-08-1,B1,noun,-,,-,-
003116,03-003116-12-1,B1,verb,-,,-,-
003116,03-003116-12-2,B1,verb,-,,-,-
003118,03-003118-08-1,B1,noun,-,,-,-
003118,03-003118-08-2,B1,noun,-,,-,-
003118,03-003118-12-3,B1,verb,-,,-,-
003121,03-003121-08-1,B1,noun,-,,-,-
003124,03-003124-01-1,B1,adjective,-,,-,-
003136,03-003136-08-1,B1,noun,-,,-,-
003139,03-003139-08-1,B1,noun,-,,-,-
003142,03-003142-11-1,B1,pronoun,-,,-,-
003144,03-003144-08-1,B1,noun,-,,-,-
003146,03-003146-08-1,B1,noun,-,,-,-
003150,03-003150-01-1,B1,adjective,-,,-,-
003154,03-003154-08-1,B1,noun,-,,-,-
003158,03-003158-12-1,B1,verb,-,,-,-
003159,03-003159-08-1,B1,noun,-,,-,-
003160,03-003160-12-1,B1,verb,-,,-,-
003160,03-003160-12-2,B1,verb,-,,-,-
003163,03-003163-08-1,B1,noun,-,,-,-
003163,03-003163-12-2,B1,verb,-,,-,-
003166,03-003166-08-1,B1,noun,-,,-,-
003169,03-003169-08-1,B1,noun,-,,-,-
003169,03-003169-12-2,B1,verb,-,,-,-
003171,03-003171-08-1,B1,noun,-,,-,-
003174,03-003174-01-1,B1,adjective,-,,-,-
003175,03-003175-08-1,B1,noun,-,,-,-
003177,03-003177-08-1,B1,noun,-,,-,-
003183,03-003183-02-1,B1,adverb,-,,-,-
003183,03-003183-02-2,B1,adverb,-,,-,-
003183,03-003183-02-3,B1,adverb,-,,-,-
003183,03-003183-02-4,B1,adverb,-,,-,-
003190,03-003190-08-1,B1,noun,-,,-,-
003191,03-003191-01-1,B1,adjective,-,,-,-
003191,03-003191-01-2,B1,adjective,-,,-,-
003192,03-003192-12-1,B1,verb,-,,-,-
003193,03-003193-08-1,B1,noun,-,,-,-
003194,03-003194-08-1,B1,noun,-,,-,-
003193,03-003193-08-1,B1,noun,-,,-,-
003195,03-003195-08-1,B1,noun,-,,-,-
003201,03-003201-08-1,B1,noun,-,,-,-
003202,03-003202-08-1,B1,noun,-,,-,-
003207,03-003207-02-1,B1,adverb,-,,-,-
003212,03-003212-08-1,B1,noun,-,,-,-
003215,03-003215-08-1,B1,noun,-,,-,-
003216,03-003216-08-1,B1,noun,-,,-,-
003218,03-003218-08-1,B1,noun,-,,-,-
003220,03-003220-12-1,B1,verb,-,,-,-
003222,03-003222-12-1,B1,verb,-,,-,-
003222,03-003222-12-2,B1,verb,-,,-,-
003224,03-003224-12-1,B1,verb,-,,-,-
003224,03-003224-12-2,B1,verb,-,,-,-
003226,03-003226-08-1,B1,noun,-,,-,-
003230,03-003230-08-1,B1,noun,-,,-,-
003231,03-003231-08-1,B1,noun,-,,-,-
003231,03-003231-08-2,B1,noun,-,,-,-
003232,03-003232-08-1,B1,noun,-,,-,-
003236,03-003236-08-1,B1,noun,-,,-,-
003237,03-003237-08-1,B1,noun,-,,-,-
003240,03-003240-08-1,B1,noun,-,,-,-
003242,03-003242-08-1,B1,noun,-,,-,-
003242,03-003242-12-2,B1,verb,-,,-,-
003247,03-003247-08-1,B1,noun,-,,-,-
003249,03-003249-08-1,B1,noun,-,,-,-
003255,03-003255-01-1,B1,adjective,-,,-,-
003255,03-003255-02-2,B1,adverb,-,,-,-
003255,03-003255-12-3,B1,verb,-,,-,-
003259,03-003259-02-1,B1,adverb,-,,-,-
003263,03-003263-08-1,B1,noun,-,,-,-
003268,03-003268-08-1,B1,noun,-,,-,-
003270,03-003270-08-1,B1,noun,-,,-,-
003275,03-003275-12-1,B1,verb,-,,-,-
003275,03-003275-01-2,B1,adjective,-,,-,-
003276,03-003276-08-1,B1,noun,-,,-,-
003279,03-003279-08-1,B1,noun,-,,-,-
003281,03-003281-08-1,B1,noun,-,,-,-
003284,03-003284-12-1,B1,verb,-,,-,-
003284,03-003284-12-2,B1,verb,-,,-,-
003287,03-003287-02-1,B1,adverb,-,,-,-
003289,03-003289-12-1,B1,verb,-,,-,-
003290,03-003290-08-1,B1,noun,-,,-,-
003304,03-003304-08-1,B1,noun,-,,-,-
003308,03-003308-08-1,B1,noun,-,,-,-
003316,03-003316-12-1,B1,verb,-,,-,-
003319,03-003319-08-1,B1,noun,-,,-,-
003331,03-003331-12-1,B1,verb,-,,-,-
003331,03-003331-12-2,B1,verb,-,,-,-
003331,03-003331-12-3,B1,verb,-,,-,-
003331,03-003331-08-4,B1,noun,-,,-,-
003332,03-003332-08-1,B1,noun,-,,-,-
003332,03-003332-08-2,B1,noun,-,,-,-
003337,03-003337-12-1,B1,verb,-,,-,-
003338,03-003338-08-1,B1,noun,-,,-,-
003338,03-003338-01-2,B1,adjective,-,,-,-
003338,03-003338-01-3,B1,adjective,-,,-,-
003338,03-003338-12-4,B1,verb,-,,-,-
003339,03-003339-08-1,B1,noun,-,,-,-
003341,03-003341-02-1,B1,adverb,-,,-,-
003342,03-003342-08-1,B1,noun,-,,-,-
003343,03-003343-10-1,B1,preposition,-,,-,-
003343,03-003343-04-2,B1,conjunction,-,,-,-
003345,03-003345-01-1,B1,adjective,-,,-,-
003347,03-003347-08-1,B1,noun,-,,-,-
003349,03-003349-01-1,B1,adjective,-,,-,-
003350,03-003350-08-1,B1,noun,-,,-,-
003350,03-003350-08-2,B1,noun,-,,-,-
003354,03-003354-08-1,B1,noun,-,,-,-
003356,03-003356-08-1,B1,noun,-,,-,-
003357,03-003357-08-1,B1,noun,-,,-,-
003359,03-003359-12-1,B1,verb,-,,-,-
003366,03-003366-08-1,B1,noun,-,,-,-
003369,03-003369-01-1,B1,adjective,-,,-,-
003369,03-003369-05-2,B1,determiner,-,,-,-
003369,03-003369-11-3,B1,pronoun,-,,-,-
003370,03-003370-12-1,B1,verb,-,,-,-
003370,03-003370-12-2,B1,verb,-,,-,-
003370,03-003370-01-3,B1,adjective,-,,-,-
003371,03-003371-01-1,B1,adjective,-,,-,-
003377,03-003377-08-1,B1,noun,-,,-,-
003381,03-003381-01-1,B1,adjective,-,,-,-
003383,03-003383-08-1,B1,noun,-,,-,-
003384,03-003384-12-1,B1,verb,-,,-,-
003384,03-003384-08-2,B1,noun,-,,-,-
003390,03-003390-08-1,B1,noun,-,,-,-
003392,03-003392-01-1,B1,adjective,-,,-,-
003401,03-003401-08-1,B1,noun,-,,-,-
003401,03-003401-08-2,B1,noun,-,,-,-
003403,03-003403-01-1,B1,adjective,-,,-,-
003405,03-003405-08-1,B1,noun,-,,-,-
003406,03-003406-12-1,B1,verb,-,,-,-
003406,03-003406-12-2,B1,verb,-,,-,-
003406,03-003406-12-3,B1,verb,-,,-,-
003408,03-003408-01-1,B1,adjective,-,,-,-
003409,03-003409-08-1,B1,noun,-,,-,-
003410,03-003410-02-1,B1,adverb,-,,-,-
003411,03-003411-02-1,B1,adverb,-,,-,-
003413,03-003413-08-1,B1,noun,-,,-,-
003413,03-003413-08-2,B1,noun,-,,-,-
003413,03-003413-08-3,B1,noun,-,,-,-
003415,03-003415-08-1,B1,noun,-,,-,-
003416,03-003416-01-1,B1,adjective,-,,-,-
003416,03-003416-02-2,B1,adverb,-,,-,-
003421,03-003421-02-1,B1,adverb,-,,-,-
003422,03-003422-01-1,B1,adjective,-,,-,-
003431,03-003431-08-1,B1,noun,-,,-,-
003435,03-003435-01-1,B1,adjective,-,,-,-
003435,03-003435-01-2,B1,adjective,-,,-,-
003436,03-003436-08-1,B1,noun,-,,-,-
003438,03-003438-01-1,B1,adjective,-,,-,-
003442,03-003442-01-1,B1,adjective,-,,-,-
003445,03-003445-01-1,B1,adjective,-,,-,-
003447,03-003447-02-1,B1,adverb,-,,-,-
003453,03-003453-12-1,B1,verb,-,,-,-
003453,03-003453-12-2,B1,verb,-,,-,-
003456,03-003456-01-1,B1,adjective,-,,-,-
003458,03-003458-08-1,B1,noun,-,,-,-
003461,03-003461-12-1,B1,verb,-,,-,-
003461,03-003461-12-2,B1,verb,-,,-,-
003481,03-003481-08-1,B1,noun,-,,-,-
003483,03-003483-12-1,B1,verb,-,,-,-
003485,03-003485-01-1,B1,adjective,-,,-,-
003494,03-003494-12-1,B1,verb,-,,-,-
003494,03-003494-12-2,B1,verb,-,,-,-
003495,03-003495-08-1,B1,noun,-,,-,-
003496,03-003496-08-1,B1,noun,-,,-,-
003496,03-003496-08-2,B1,noun,-,,-,-
003505,03-003505-01-1,B1,adjective,-,,-,-
003505,03-003505-08-2,B1,noun,-,,-,-
003506,03-003506-07-1,B1,modal verb,-,,-,-
003506,03-003506-07-2,B1,modal verb,-,,-,-
003511,03-003511-12-1,B1,verb,-,,-,-
003511,03-003511-12-2,B1,verb,-,,-,-
003511,03-003511-12-3,B1,verb,-,,-,-
003511,03-003511-12-4,B1,verb,-,,-,-
003512,03-003512-08-1,B1,noun,-,,-,-
003515,03-003515-02-1,B1,adverb,-,,-,-
003526,03-003526-08-1,B1,noun,-,,-,-
003530,03-003530-01-1,B1,adjective,-,,-,-
003531,03-003531-12-1,B1,verb,-,,-,-
003531,03-003531-12-2,B1,verb,-,,-,-
003537,03-003537-08-1,B1,noun,-,,-,-
003541,03-003541-08-1,B1,noun,-,,-,-
003541,03-003541-08-2,B1,noun,-,,-,-
003542,03-003542-12-1,B1,verb,-,,-,-
003546,03-003546-12-1,B1,verb,-,,-,-
003556,03-003556-08-1,B1,noun,-,,-,-
003558,03-003558-08-1,B1,noun,-,,-,-
003559,03-003559-01-1,B1,adjective,-,,-,-
003560,03-003560-08-1,B1,noun,-,,-,-
003562,03-003562-08-1,B1,noun,-,,-,-
003568,03-003568-01-1,B1,adjective,-,,-,-
003571,03-003571-07-1,B1,modal verb,-,,-,-
003574,03-003574-01-1,B1,adjective,-,,-,-
003575,03-003575-08-1,B1,noun,-,,-,-
003579,03-003579-08-1,B1,noun,-,,-,-
